route_id,name,source_subject,source_domain,discipline_refined,module_refined,upper_concept_refined,sub_concept_refined,node_type,first_order_relation_type,exception_flag_refined,review_reason,exception_gap,content
auto_neuron_FinEval_neurons_china_actuary_7,无差异曲线是用来表示两种商品或两组商品的不同数量的组合给消费者提供的效用是相同的，一般而言，对两种商品形成的无差异曲线不,FinEval,china_actuary,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,无差异曲线是用来表示两种商品或两组商品的不同数量的组合给消费者提供的效用是相同的，一般而言，对两种商品形成的无差异曲线不具有以下哪种特征____。 A. 向下倾斜 | B. 消费者更偏好离原点远的无差异曲线 | C. 决不交叉 | D. 沿着同一条无差异曲线移动，各点边际效用相等 答案:D
auto_neuron_FinEval_neurons_china_actuary_8,当LAC曲线随着产出增加而下降，可能是因为____。,FinEval,china_actuary,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,abstraction_or_regularity,abstraction_peer,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,当LAC曲线随着产出增加而下降，可能是因为____。 A. 规模的经济性 | B. 规模的不经济性 | C. 收益递减规律 | D. 替代效应 答案:A
auto_neuron_FinEval_neurons_china_actuary_11,"给定C=300亿元，I=80亿元，G=96亿元，X=20亿元，M=12亿元和折旧=40亿元,以下哪项陈述是准确的：___",FinEval,china_actuary,金融学大类,金融学,基础金融理论,金融工具、市场与风险,concept,same_domain,,,multi_number_anchor_guard_missing,"给定C=300亿元，I=80亿元，G=96亿元，X=20亿元，M=12亿元和折旧=40亿元,以下哪项陈述是准确的：____。 A. 净投资＝80亿元 | B. NDP＝400亿元 | C. 净出口＝10亿元 | D. GDP＝484亿元 答案:D"
auto_neuron_FinEval_neurons_china_actuary_13,以下关于投资需求的叙述中不正确的是____。,FinEval,china_actuary,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,definition,contrast,,,negative_question_guard_missing,以下关于投资需求的叙述中不正确的是____。 A. 投资需求一般包括固定投资需求、住宅投资需求和存货投资需求 | B. 固定投资是指对固定资本存量的充实和对目标的资本存量的调整 | C. 住宅的需求曲线D是一条向右下方倾斜的曲线 | D. 投资需求一般与利率成同向的相关关系 答案:D
auto_neuron_FinEval_neurons_china_actuary_16,已知如下条件：(1)$i=0.02$；(2)$p_{50}=0.98$；(3)$A_{51}-A_{50}=0.004$,FinEval,china_actuary,保险与精算大类,保险精算,风险精算基础,风险度量与保费,formula_or_calculation,formula_neighbor|prerequisite,,,multi_number_anchor_guard_missing,已知如下条件：(1)$i=0.02$；(2)$p_{50}=0.98$；(3)$A_{51}-A_{50}=0.004$；(4)$^2A_{51}-^2A_{50}=0.005$，Z为离散型保险保额为1的现值随机变量，则当$x＝51$时，$Var(Z)$等于____。 A. 0.055 | B. 0.06 | C. 0.065 | D. 0.26 答案:A
auto_neuron_FinEval_neurons_china_actuary_17,假设存在一个退休人员，现年65岁，每月初退休金为100元。已知其在年龄12岁时，他的剩余寿命期望为1.000281年，每,FinEval,china_actuary,保险与精算大类,概率统计,概率分布,随机变量与分布,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,假设存在一个退休人员，现年65岁，每月初退休金为100元。已知其在年龄12岁时，他的剩余寿命期望为1.000281年，每个月会有0.46811951的概率去世。而当他已经65岁时，他的剩余寿命期望为9.89693年。在这种均匀死亡的模型下，计算这个退休人员的终生年金精算现值为____。 A. 11317.9 | B. 11318.9 | C. 11319.9 | D. 11320.9 答案:A
auto_neuron_FinEval_neurons_china_actuary_18,终身寿险指保障终身的寿险，无论被保人疾病身故、意外身故、还是自然身故，都可以获得理赔。考虑保额为10000元的全离散式终,FinEval,china_actuary,保险与精算大类,保险精算,寿险精算,保费与年金,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,终身寿险指保障终身的寿险，无论被保人疾病身故、意外身故、还是自然身故，都可以获得理赔。考虑保额为10000元的全离散式终身寿险。用$\pi$表示该保单的年缴保费，$L(\pi)$表示该保单签发时的保险人亏损随机变量，其中投保年龄为25岁，且$A_{25}=0.19$，$d=0.05$。则当$L(\pi_{a})$的均值为0时，保费$\pi_{a}$等于____。 A. 117.28 | B. 135.75 | C. 135.79 | D. 136.7 答案:A
auto_neuron_FinEval_neurons_china_actuary_19,已知$1000_t\bar{V}(\bar{A}_{x})=100$；$1000\overline{P}(\overli,FinEval,china_actuary,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,"已知$1000_t\bar{V}(\bar{A}_{x})=100$；$1000\overline{P}(\overline{A}_{x})=10.50$;$\delta=0.03$,则$\overline{a}_{x+t}$=____。 A. 21 | B. 22 | C. 25 | D. 26 答案:B"
auto_neuron_FinEval_neurons_china_actuary_20,假设某财产保险每份保单金额的概率密度函数为：$f(b)=kb^{-3}(b>10)$，其中$b$的单位是千元。若$a=2,FinEval,china_actuary,保险与精算大类,数学,基础数学,概念与方法,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,"假设某财产保险每份保单金额的概率密度函数为：$f(b)=kb^{-3}(b>10)$，其中$b$的单位是千元。若$a=25$, $f=0.15$, $c=12$，则保单费率$R(\sqrt{k})$等于____。 A. 20 | B. 30.12 | C. 35.76 | D. 39.25 答案:B"
auto_neuron_FinEval_neurons_china_actuary_21,"$(x)$的生存函数为$s(x)=\begin{cases}1-\frac{x}{100},&0\le{x}<100\\",FinEval,china_actuary,数学大类,数学,基础数学,概念与方法,concept,same_domain,,,multi_number_anchor_guard_missing,"$(x)$的生存函数为$s(x)=\begin{cases}1-\frac{x}{100},&0\le{x}<100\\\quad0,&x\ge100\end{cases}$，假设(35)和(40)的未来生存时间是相互独立的，那么该状态(35: 40)在未来5~10年内终止的概率为____。 A. 4/65 | B. 9/65 | C. 7/60 | D. 4/75 答案:B"
auto_neuron_FinEval_neurons_china_actuary_22,在保险公司经营的过 不仅理赔次数的发生是随机的，理赔额的发生是随机的，而且保费的收入也是随机的。对于一个双风险模型，已知,FinEval,china_actuary,保险与精算大类,保险精算,风险精算基础,风险度量与保费,abstraction_or_regularity,abstraction_peer,,,multi_number_anchor_guard_missing,"在保险公司经营的过 不仅理赔次数的发生是随机的，理赔额的发生是随机的，而且保费的收入也是随机的。对于一个双风险模型，已知：$\mu_{x+t}^{(1)}=\frac{k}{50-t}$, $0\leq{t}<50$， $\mu_{x+t}^{(2)}=\frac{1}{50-t}$, $0\leq{t}<50$， $h(2|{T}={t})=0.5$,$0\leq{t}<50$。则$g(20)$等于____。 A. 0.012 | B. 0.024 | C. 0.036 | D. 0.048 答案:B"
auto_neuron_FinEval_neurons_china_actuary_23,某养老金计划为职工提供养老金如下：当服务期低于30年的，则每服务1年每月给付养老金$b_1=35$元；超过30年工龄的部,FinEval,china_actuary,保险与精算大类,保险精算,寿险精算,保费与年金,concept,same_domain,,,multi_number_anchor_guard_missing,某养老金计划为职工提供养老金如下：当服务期低于30年的，则每服务1年每月给付养老金$b_1=35$元；超过30年工龄的部分，每服务一年每月给付养老金$b_2=40$元。小张现年38岁，他从20岁开始工作，则其60岁退休时的养老金年收入为____元。 A. 12600 | B. 13200 | C. 15000 | D. 17400 答案:D
auto_neuron_FinEval_neurons_china_actuary_24,在某公司刚刚推出的100个新产品中，成功产品的数量的标准差是多少？假设这些产品的成功概率为50$\%$，并服从二项分布。,FinEval,china_actuary,统计学大类,概率统计,概率分布,随机变量与分布,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,在某公司刚刚推出的100个新产品中，成功产品的数量的标准差是多少？假设这些产品的成功概率为50$\%$，并服从二项分布。 A. 1.3654 | B. 4.8596 | C. 5.6569 | D. 5.0000  答案:D
auto_neuron_FinEval_neurons_china_actuary_25,已使用Box-Muller方法生成了一个标准正态分布的随机数0.8082，现在需要生成一个代表模拟随机利率的随机数$Y=,FinEval,china_actuary,统计学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,已使用Box-Muller方法生成了一个标准正态分布的随机数0.8082，现在需要生成一个代表模拟随机利率的随机数$Y=\sqrt{X}$。其中，$X$服从参数为$\mu=5$，$\sigma^{2}=4$的对数正态分布。请计算得到的随机数为____。 A. 27.34 | B. 31.34 | C. 41.34 | D. 51.34 答案:A
auto_neuron_FinEval_neurons_china_actuary_26,假设每一个风险单位的纯保费是200元，固定费用是15元，可变费用的比例是15$\%$，而预期利润附加率是5$\%$，则每,FinEval,china_actuary,保险与精算大类,财务会计,收入费用利润,确认与期间归属,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,假设每一个风险单位的纯保费是200元，固定费用是15元，可变费用的比例是15$\%$，而预期利润附加率是5$\%$，则每一个风险单位的毛保费为____。 A. 258.54 | B. 268.75 | C. 268.45 | D. 378.15 答案:B
auto_neuron_FinEval_neurons_china_actuary_27,"已知：(1)赔款额$X$满足：${E[X\mid{u}]=u$, $Var[X\mid{u}]=500}$；(2)随机变",FinEval,china_actuary,保险与精算大类,保险精算,非寿险与再保险,赔款分摊与风险转移,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,"已知：(1)赔款额$X$满足：${E[X\mid{u}]=u$, $Var[X\mid{u}]=500}$；(2)随机变量$u$的期望为1000，方差为50；(3)前三起赔案的赔款额分别为：750，1075，2000；用Bühlmann信度方法估计下一赔案的预期赔款额为____。 A. 1284 | B. 1063 | C. 1114 | D. 1181 答案:B"
auto_neuron_FinEval_neurons_china_actuary_28,"给定下面的逐年进展因子：$f_{0-1}=1.41$, $f_{1-2}=1.22$, $f_{2-3}=1.16$,",FinEval,china_actuary,保险与精算大类,保险精算,非寿险与再保险,赔款分摊与风险转移,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,"给定下面的逐年进展因子：$f_{0-1}=1.41$, $f_{1-2}=1.22$, $f_{2-3}=1.16$, $f_{3-4}=1.08$, $f_{4,\infty}=1.04$，在评估日2021年12月31日，2020事故年的已赚保费为100000元，期望赔付率为0.6，用B-F法计算2020事故年的未决赔款准备金为____。 A. 小于23000 | B. 大于等于23000，小于28000 | C. 大于等于28000，小于32000 | D. 大于等于32000，小于34000 答案:A"
auto_neuron_FinEval_neurons_china_actuary_29,再保险人与原保险人签署溢额再保险合同，每个风险单位的自留额为6万元，再保险人的分保额为24万元。下面发生了以下索赔事件：,FinEval,china_actuary,保险与精算大类,保险精算,非寿险与再保险,赔款分摊与风险转移,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,再保险人与原保险人签署溢额再保险合同，每个风险单位的自留额为6万元，再保险人的分保额为24万元。下面发生了以下索赔事件：风险A的保险金额为5万元，索赔金额为3万元；风险B的保险金额为18万元，索赔金额为9万元；风险C的保险金额为30万元，索赔金额为12万元。请计算再保险人在上述索赔事件中应支付的索赔金额，分别为____万元。 A. 0，3，6 | B. 3，6，9.6 | C. 0，6，9 | D. 0，6，9.6 答案:D
auto_neuron_FinEval_neurons_china_actuary_30,我国现行的《企业会计准则》包括基本准则、具体准则和准则指南。内容（受基本准则所规范）不包括____。,FinEval,china_actuary,会计学大类,财务会计,会计基础与报表列报,基本假设、要素与信息质量,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing|legacy_or_exam口径_guard_missing,我国现行的《企业会计准则》包括基本准则、具体准则和准则指南。内容（受基本准则所规范）不包括____。 A. 会计目标 | B. 财务报表列报 | C. 会计假设 | D. 会计信息质量要求 答案:B
auto_neuron_FinEval_neurons_china_actuary_34,某公司在本月初时有55万元的短期借款，在本月向银行额外借入了30万元作为短期借款。然后，该公司用银行存款的方式偿还了15,FinEval,china_actuary,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,"某公司在本月初时有55万元的短期借款，在本月向银行额外借入了30万元作为短期借款。然后，该公司用银行存款的方式偿还了15万元的短期借款。请计算本月末""短期借款""账户的余额为_____万元。 A. 借方45 | B. 贷方45 | C. 借方25 | D. 贷方70 答案:D"
auto_neuron_FinEval_neurons_china_actuary_35,某企业“应收账款”科目月末借方金额30000元，其中，“应收A公司账款”明细科目借方金额45000元，“应收B公司账款”,FinEval,china_actuary,会计学大类,财务会计,资产,确认、计量与减值,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,某企业“应收账款”科目月末借方金额30000元，其中，“应收A公司账款”明细科目借方金额45000元，“应收B公司账款”明细科目贷方金额15000元；“预收账款”科目月末借方金额30000元，其中，“预收甲工厂账款”明细科目借方金额40000元，“预收乙工厂账款”明细科目贷方金额30000元。则该企业月末资产负债表中“应收账款”项目的金额为____元。 A. 40000 | B. 60000 | C. 75000 | D. 85000 答案:D
auto_neuron_FinEval_neurons_china_actuary_36,某公司在月初有短期借款金额达到65万元。这个月，他们向银行借入了额外的15万元短期借款。而通过使用银行存款来偿还短期借款,FinEval,china_actuary,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,某公司在月初有短期借款金额达到65万元。这个月，他们向银行借入了额外的15万元短期借款。而通过使用银行存款来偿还短期借款的一部分，他们还了45万元。请问在月末，“短期借款”账户上的余额为____万元。 A. 借方45 | B. 贷方45 | C. 借方25 | D. 贷方35 答案:D
auto_neuron_FinEval_neurons_china_actuary_39,A公司2010年度的现金流量表中，反映了公司筹资活动所产生的净现金流量金额为____，其中包括从银行借款15000元并存,FinEval,china_actuary,金融学大类,投资学,资产定价,风险收益与估值,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,A公司2010年度的现金流量表中，反映了公司筹资活动所产生的净现金流量金额为____，其中包括从银行借款15000元并存入银行，通过发行普通股获得10000元现金，以及支付股利25000元。 A. 0元 | B. 25000元 | C. -25000元 | D. 50000元 答案:A
auto_neuron_FinEval_neurons_china_actuary_40,求A公司每股收益，已知该公司2010年的净利润为150000元，发放给优先股的股利为30000元，该公司发行在外的股数为,FinEval,china_actuary,会计学大类,财务会计,收入费用利润,确认与期间归属,concept,same_domain,,,multi_number_anchor_guard_missing,求A公司每股收益，已知该公司2010年的净利润为150000元，发放给优先股的股利为30000元，该公司发行在外的股数为70000股，其中10000股为优先股，此外每股普通股派发现金股利为0.50元。 A. 0.2 | B. 0.5 | C. 2 | D. 3 答案:C
auto_neuron_FinEval_neurons_china_actuary_41,假设A公司2009年实现销售毛利21000元，流动资产平均余额为10000元，流动资产周转率为7次，则A公司2009年的,FinEval,china_actuary,会计学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,concept,same_domain,,,multi_number_anchor_guard_missing,假设A公司2009年实现销售毛利21000元，流动资产平均余额为10000元，流动资产周转率为7次，则A公司2009年的销售毛利率为____。 A. 50$\%$ | B. 40$\%$ | C. 30$\%$ | D. 20$\%$ 答案:C
auto_neuron_FinEval_neurons_commercial_bank_finance_1,以下哪个不是租赁融资的主要特点____。,FinEval,commercial_bank_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,以下哪个不是租赁融资的主要特点____。 A. 所有权转移 | B. 租金支付 | C. 灵活性 | D. 风险承担 答案:A
auto_neuron_FinEval_neurons_commercial_bank_finance_3,商业银行业务外包有一些优点，这些优点不包括____。,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,concept,contrast,,,negative_question_guard_missing,商业银行业务外包有一些优点，这些优点不包括____。 A. 降低成本 | B. 提高服务质量 | C. 拓展市场份额 | D. 提高技术水平 答案:C
auto_neuron_FinEval_neurons_commercial_bank_finance_4,在商业银行经营管理中，资产证券化产生的积极作用不包括____。,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,concept,contrast,,,negative_question_guard_missing,在商业银行经营管理中，资产证券化产生的积极作用不包括____。 A. 产生服务费用收入 | B. 减少资本要求，有利于更好地管理资本充足率 | C. 资金来源更加单一化，降低融资成本 | D. 降低利率风险，改善资产负债管理 答案:C
auto_neuron_FinEval_neurons_commercial_bank_finance_5,以下选项中，哪项不是融资租赁与经营租赁的主要区别？,FinEval,commercial_bank_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,以下选项中，哪项不是融资租赁与经营租赁的主要区别？ A. 风险与报酬的转移不同 | B. 期限差异 | C. 承租人拥有的权利不同 | D. 订金是否具有完全支付性 答案:D
auto_neuron_FinEval_neurons_commercial_bank_finance_11,商业银行业务外包是指商业银行通过合同或契约，将自身业务或某一业务流程委托给外部的专业公司或某一项业务的擅长者来做，从而达,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,procedure,question_peer|contrast,,,negative_question_guard_missing,商业银行业务外包是指商业银行通过合同或契约，将自身业务或某一业务流程委托给外部的专业公司或某一项业务的擅长者来做，从而达到拓展业务领域、提高业务效率、重组业务流程的目的。银行业务外包的意义不包括____。 A. 使银行获得了技术上的比较优势 | B. 使银行提高了盈利能力 | C. 银行可以节约成本 | D. 银行能集中精力提高管理水平 答案:B
auto_neuron_FinEval_neurons_commercial_bank_finance_13,银行国际业务经营目标多种多样，其不包括____。,FinEval,commercial_bank_finance,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,contrast,,,negative_question_guard_missing,银行国际业务经营目标多种多样，其不包括____。 A. 安全性 | B. 流动性 | C. 盈利性 | D. 固定性 答案:D
auto_neuron_FinEval_neurons_commercial_bank_finance_15,对于贴现后的银行承兑汇票，到期办理托收时，贴现行应当在银行承兑汇票的背书栏签章为____。,FinEval,commercial_bank_finance,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation_or_standard,regulation_peer,,,legacy_or_exam口径_guard_missing,对于贴现后的银行承兑汇票，到期办理托收时，贴现行应当在银行承兑汇票的背书栏签章为____。 A. 汇票专用章、机构负责人名章 | B. 行政公章、经办人名章 | C. 结算专用章、经办人名章 | D. 财务专用章、经办人章 答案:A
auto_neuron_FinEval_neurons_commercial_bank_finance_16,现金资产广义指现金和准现金，狭义指银行库存现金。商业银行现金资产管理的原则不包括____。,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,abstraction_or_regularity,abstraction_peer|contrast,,,negative_question_guard_missing,现金资产广义指现金和准现金，狭义指银行库存现金。商业银行现金资产管理的原则不包括____。 A. 盈利性原则 | B. 总量适度原则 | C. 适时调节原则 | D. 安全保障原则 答案:A
auto_neuron_FinEval_neurons_commercial_bank_finance_19,下列选项不属于贷款政策中的内容是____。,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,concept,contrast,,,negative_question_guard_missing,下列选项不属于贷款政策中的内容是____。 A. 贷款业务发展战略 | B. 贷款工作规程及权限划分 | C. 贷款的规模和比率控制 | D. 借款的担保 答案:D
auto_neuron_FinEval_neurons_commercial_bank_finance_21,关于商业银行贷款定价原则，下列说法中不包括的是____。,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,关于商业银行贷款定价原则，下列说法中不包括的是____。 A. 利润最大化原则 | B. 扩大市场份额原则 | C. 减少贷款量         | D. 维护银行形象原则 答案:C
auto_neuron_FinEval_neurons_commercial_bank_finance_22,商业发挥信用中介这一功能的作用不包括____。,FinEval,commercial_bank_finance,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,concept,contrast,,,negative_question_guard_missing,商业发挥信用中介这一功能的作用不包括____。 A. 使闲散货币转化为资本 | B. 使闲置资本得到充分利用 | C. 续短为长，满足社会对长期资本的需要 | D. 可节约社会流通费用，增加生产资本投入 答案:D
auto_neuron_FinEval_neurons_commercial_bank_finance_23,某企业将一张面额50，000元的6个月后到期的商业票据向银行申请贴现，当时年贴现率为12$\%$，该企业可取得现金___,FinEval,commercial_bank_finance,法学与监管大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,,,multi_number_anchor_guard_missing,某企业将一张面额50，000元的6个月后到期的商业票据向银行申请贴现，当时年贴现率为12$\%$，该企业可取得现金____元。 A. 47000 | B. 50750 | C. 42500 | D. 48500 答案:A
auto_neuron_FinEval_neurons_commercial_bank_finance_24,银行成为现代经济社会的信息配置枢纽，关于商业银行在现代经济活动中所发挥的功能，表述不正确的有____。,FinEval,commercial_bank_finance,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,concept,contrast,,,negative_question_guard_missing,银行成为现代经济社会的信息配置枢纽，关于商业银行在现代经济活动中所发挥的功能，表述不正确的有____。 A. 信用中介 | B. 支付中介 | C. 金融服务 | D. 货币创造 答案:D
auto_neuron_FinEval_neurons_corporate_finance_0,你去年以每股92.00美元的价格购买了一份票息率为3.00$\%$的优先股，你的股票现在的市场价格是96.12美元，你过,FinEval,corporate_finance,金融学大类,金融学,基础金融理论,金融工具、市场与风险,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,你去年以每股92.00美元的价格购买了一份票息率为3.00$\%$的优先股，你的股票现在的市场价格是96.12美元，你过去1年的收益率是多少____。 A. 0.077 | B. 0.079 | C. 0.084 | D. 0.072 答案:A
auto_neuron_FinEval_neurons_corporate_finance_1,投资项目X的年营业收入为500000元，年经营付现成本为300000元，年折旧额80000元，所得税税率为30$\%$，,FinEval,corporate_finance,会计学大类,税法,企业所得税,应纳税所得额与抵免,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,投资项目X的年营业收入为500000元，年经营付现成本为300000元，年折旧额80000元，所得税税率为30$\%$，该项目的每年经营现金净流量为____。 A. 75000元 | B. 176000元 | C. 164000元 | D. 255000元 答案:C
auto_neuron_FinEval_neurons_corporate_finance_2,AAA公司是一家经营稳健、处于成熟阶段的公司。预计未来销售收入将永久保持稳定在每年4700000元，可变成本占销售收入的,FinEval,corporate_finance,会计学大类,财务会计,负债,现时义务与摊余成本,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,"AAA公司是一家经营稳健、处于成熟阶段的公司。预计未来销售收入将永久保持稳定在每年4700000元，可变成本占销售收入的60$\%$，公司税率40$\%$,该公司每年末将把所有盈利都作为股利发放。该公司的负债权益比率为0.45。公司无杠杆的权益要求回报率为17$\%$，债务的税前成本为9$\%$，用WACC方法对公司进行估值为____。 A. 778万 | B. 758万 | C. 798万 | D. 738万 答案:B"
auto_neuron_FinEval_neurons_corporate_finance_3,李华退休时有现金10万，想要选择一项回报较为稳定的投资，如果该项目每个季度能收入1000元补贴，有效年利率为____。,FinEval,corporate_finance,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,concept,same_domain,,,multi_number_anchor_guard_missing,李华退休时有现金10万，想要选择一项回报较为稳定的投资，如果该项目每个季度能收入1000元补贴，有效年利率为____。 A. 2$\%$ | B. 5.21$\%$ | C. 8.24$\%$ | D. 4.06$\%$ 答案:D
auto_neuron_FinEval_neurons_corporate_finance_4,考虑所得税影响时，计提折旧采用加速折旧法计算出来的方案净现值比采用直线法计算出来的净现值____。,FinEval,corporate_finance,税法与财政大类,税法,企业所得税,应纳税所得额与抵免,formula_or_calculation,formula_neighbor,,,legacy_or_exam口径_guard_missing,考虑所得税影响时，计提折旧采用加速折旧法计算出来的方案净现值比采用直线法计算出来的净现值____。 A. 大 | B. 小 | C. 一样 | D. 都有可能 答案:A
auto_neuron_FinEval_neurons_corporate_finance_6,通常情况下，____并非尽职调查所必需的调查要素。,FinEval,corporate_finance,税法与财政大类,税法与财政,税收制度,纳税义务与征管,regulation_or_standard,regulation_peer,,,standard_vs_exam_conflict_guard_missing,通常情况下，____并非尽职调查所必需的调查要素。 A. 财务和税务尽职调查 | B. 法律尽职调查 | C. 企业主背景尽职调查 | D. 运营尽职调查 答案:C
auto_neuron_FinEval_neurons_corporate_finance_7,现代企业制度主要以____为代表。,FinEval,corporate_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,regulation_or_standard,regulation_peer,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,现代企业制度主要以____为代表。 A. 股份制企业 | B. 个人制企业 | C. 公司制企业 | D. 合伙制企业 答案:C
auto_neuron_FinEval_neurons_corporate_finance_8,(1)合伙制企业；(2)公司制企业；(3)业主型企业，以下企业制度演进的先后顺序正确的是____。,FinEval,corporate_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,regulation_or_standard,regulation_peer,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,"(1)合伙制企业；(2)公司制企业；(3)业主型企业，以下企业制度演进的先后顺序正确的是____。 A. (3), (1), (2) | B. (1), (2), (3) | C. (1), (3), (2) | D. (3), (2), (1) 答案:A"
auto_neuron_FinEval_neurons_corporate_finance_9,现代公司的特征主要有哪些，包括以下几点：(1)股权分布广泛；(2)股权相对集中；(3)所有权与控制权的分割；(4)所有者,FinEval,corporate_finance,统计学大类,概率统计,概率分布,随机变量与分布,concept,same_domain,,,multi_number_anchor_guard_missing,"现代公司的特征主要有哪些，包括以下几点：(1)股权分布广泛；(2)股权相对集中；(3)所有权与控制权的分割；(4)所有者兼任经营管理者。 A. (1), (2) | B. (3), (4) | C. (1), (3) | D. (2), (4) 答案:C"
auto_neuron_FinEval_neurons_corporate_finance_10,以下哪项不是应属于必须披露的公司重要信息？,FinEval,corporate_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,以下哪项不是应属于必须披露的公司重要信息？ A. 公司经营目标 | B. 关联交易 | C. 不可预期的风险因素 | D. 公司财务和业绩状况 答案:C
auto_neuron_FinEval_neurons_corporate_finance_12,假设希望在3年后取得600元，利率为20$\%$，那么单利情况下现在应存入银行____。,FinEval,corporate_finance,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,,,multi_number_anchor_guard_missing,假设希望在3年后取得600元，利率为20$\%$，那么单利情况下现在应存入银行____。 A. 384.6 | B. 650 | C. 375 | D. 665 答案:C
auto_neuron_FinEval_neurons_corporate_finance_13,某项存款利率为8$\%$，每半年复利一次，其实际利率为____。,FinEval,corporate_finance,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,concept,same_domain,,,multi_number_anchor_guard_missing,某项存款利率为8$\%$，每半年复利一次，其实际利率为____。 A. 0.003 | B. 0.0816 | C. 0.06 | D. 0.066 答案:B
auto_neuron_FinEval_neurons_corporate_finance_20,某公司去年的每股收益是0.2元，分红率是60$\%$，新股票项目的期望回报率是20$\%$，公司股票的$\beta$是1,FinEval,corporate_finance,金融学大类,投资学,资产定价,风险收益与估值,concept,same_domain,,,multi_number_anchor_guard_missing,某公司去年的每股收益是0.2元，分红率是60$\%$，新股票项目的期望回报率是20$\%$，公司股票的$\beta$是1.5。无风险利率是6$\%$，市场组合的回报是12$\%$。该公司股票的预期报酬率为多少？ A. 0.1 | B. 0.15 | C. 0.12 | D. 0.13 答案:B
