group,subject,chinese_name,sub_concept,priority,search_query,desired_source_type,target_fields
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价技术导则总纲,22,建设项目环境影响评价技术导则总纲 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价技术导则总纲,22,建设项目环境影响评价技术导则总纲 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价资质管理办法,22,建设项目环境影响评价资质管理办法 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价资质管理办法,22,建设项目环境影响评价资质管理办法 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国循环经济促进法,22,中华人民共和国循环经济促进法 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国循环经济促进法,22,中华人民共和国循环经济促进法 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,公开,22,公开 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,公开,22,公开 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,腹胀,22,腹胀 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,腹胀,22,腹胀 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,80mmHg,22,80mmHg 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,80mmHg,22,80mmHg 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,房间隔缺损,22,房间隔缺损 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,房间隔缺损,22,房间隔缺损 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,急性肾炎,22,急性肾炎 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,急性肾炎,22,急性肾炎 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,传输数据,20,传输数据 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,传输数据,20,传输数据 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,爱国情感,20,爱国情感 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,爱国情感,20,爱国情感 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,纤维蛋白原,20,纤维蛋白原 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,纤维蛋白原,20,纤维蛋白原 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,脂肪栓塞,20,脂肪栓塞 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,脂肪栓塞,20,脂肪栓塞 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,空气栓塞,20,空气栓塞 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,空气栓塞,20,空气栓塞 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,继续犯,20,继续犯 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,继续犯,20,继续犯 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,下列情形中,20,下列情形中 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,下列情形中,20,下列情形中 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,刑事诉讼法,20,刑事诉讼法 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,刑事诉讼法,20,刑事诉讼法 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,下列哪一选项是不正确的,20,下列哪一选项是不正确的 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,下列哪一选项是不正确的,20,下列哪一选项是不正确的 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,如今,18,如今 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,如今,18,如今 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,海国图志,18,海国图志 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,海国图志,18,海国图志 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,速度快,18,速度快 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,速度快,18,速度快 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,55mmHg,18,55mmHg 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,55mmHg,18,55mmHg 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,SYN,18,SYN 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,SYN,18,SYN 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,16KB,18,16KB 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,16KB,18,16KB 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,目录中的,18,目录中的 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,目录中的,18,目录中的 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,lib,18,lib 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,lib,18,lib 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,dev,18,dev 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,dev,18,dev 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,services,18,services 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,services,18,services 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,共享存储区,18,共享存储区 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,共享存储区,18,共享存储区 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,在Windows,18,在Windows 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,在Windows,18,在Windows 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,高速缓冲存储器,18,高速缓冲存储器 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,高速缓冲存储器,18,高速缓冲存储器 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,基址寻址,18,基址寻址 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,基址寻址,18,基址寻址 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,top,18,top 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,top,18,top 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,display,18,display 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,display,18,display 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,func,18,func 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,func,18,func 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,other,18,other 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,other,18,other 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,rear,18,rear 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,rear,18,rear 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,sizeof,18,sizeof 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,sizeof,18,sizeof 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,400mm,18,400mm 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,400mm,18,400mm 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,10A,18,10A 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,10A,18,10A 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,35m,18,35m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,35m,18,35m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,UN,18,UN 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,UN,18,UN 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,3倍,18,3倍 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,3倍,18,3倍 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,5mm,18,5mm 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,5mm,18,5mm 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,千克,18,千克 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,千克,18,千克 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,读数,18,读数 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,读数,18,读数 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,漂移,18,漂移 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,漂移,18,漂移 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,对立统一规律,18,对立统一规律 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,对立统一规律,18,对立统一规律 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,质量互变规律,18,质量互变规律 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,质量互变规律,18,质量互变规律 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,唯物主义的观点,18,唯物主义的观点 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,唯物主义的观点,18,唯物主义的观点 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,联系的观点,18,联系的观点 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,联系的观点,18,联系的观点 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,维护祖国统一,18,维护祖国统一 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,维护祖国统一,18,维护祖国统一 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,诚信友爱,18,诚信友爱 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,诚信友爱,18,诚信友爱 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,坚持四项基本原则,18,坚持四项基本原则 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,坚持四项基本原则,18,坚持四项基本原则 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,群众路线,18,群众路线 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,群众路线,18,群众路线 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,和平统一,18,和平统一 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,和平统一,18,和平统一 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,在晋绥干部会议上的讲话,18,在晋绥干部会议上的讲话 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,在晋绥干部会议上的讲话,18,在晋绥干部会议上的讲话 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,解放和发展生产力,18,解放和发展生产力 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,解放和发展生产力,18,解放和发展生产力 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,以人为本,18,以人为本 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,以人为本,18,以人为本 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,2020年,18,2020年 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,2020年,18,2020年 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,民事违法行为,18,民事违法行为 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,民事违法行为,18,民事违法行为 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,行政违法行为,18,行政违法行为 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,行政违法行为,18,行政违法行为 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,下列说法正确的是,18,下列说法正确的是 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,下列说法正确的是,18,下列说法正确的是 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,近日,18,近日 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,近日,18,近日 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,当今世界,18,当今世界 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,当今世界,18,当今世界 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,南京条约,18,南京条约 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,南京条约,18,南京条约 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,北京条约,18,北京条约 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,北京条约,18,北京条约 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,辛丑条约,18,辛丑条约 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,辛丑条约,18,辛丑条约 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,武汉,18,武汉 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,武汉,18,武汉 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,林则徐,18,林则徐 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,林则徐,18,林则徐 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,中共十二大,18,中共十二大 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,中共十二大,18,中共十二大 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,中共十一届六中全会,18,中共十一届六中全会 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,中共十一届六中全会,18,中共十一届六中全会 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,天朝田亩制度,18,天朝田亩制度 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,天朝田亩制度,18,天朝田亩制度 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,文化大革命,18,文化大革命 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,文化大革命,18,文化大革命 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人生理想,18,人生理想 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人生理想,18,人生理想 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,敬业奉献的要求,18,敬业奉献的要求 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,敬业奉献的要求,18,敬业奉献的要求 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,国务院,18,国务院 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,国务院,18,国务院 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,全国人民代表大会,18,全国人民代表大会 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,全国人民代表大会,18,全国人民代表大会 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,道德理想,18,道德理想 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,道德理想,18,道德理想 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,广州,18,广州 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,广州,18,广州 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,商品经济的发展,18,商品经济的发展 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,商品经济的发展,18,商品经济的发展 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,家庭联产承包责任制,18,家庭联产承包责任制 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,家庭联产承包责任制,18,家庭联产承包责任制 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,黄帝,18,黄帝 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,黄帝,18,黄帝 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,中共,18,中共 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,中共,18,中共 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,英国资产阶级革命,18,英国资产阶级革命 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,英国资产阶级革命,18,英国资产阶级革命 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,魏源,18,魏源 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,魏源,18,魏源 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,第二次鸦片战争,18,第二次鸦片战争 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,第二次鸦片战争,18,第二次鸦片战争 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,不正确的一项是,18,不正确的一项是 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,不正确的一项是,18,不正确的一项是 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,林则徐,18,林则徐 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,林则徐,18,林则徐 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
