card_id,group,subject,chinese_name,sub_concept,node_type,matched_question_count,definition_clues,regularity_clues,trap_clues,example_count,priority
ceval_card.marxism.014.质量互变规律,politics_history,marxism,马克思主义基本原理,质量互变规律,abstraction_or_regularity,4,0,0,0,4,16
ceval_card.marxism.029.唯物主义的观点,politics_history,marxism,马克思主义基本原理,唯物主义的观点,concept,4,0,0,0,4,16
ceval_card.marxism.035.联系的观点,politics_history,marxism,马克思主义基本原理,联系的观点,concept,4,0,0,0,4,16
ceval_card.mao_zedong_thought.014.维护祖国统一,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,维护祖国统一,concept,4,0,0,0,4,16
ceval_card.mao_zedong_thought.017.诚信友爱,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,诚信友爱,formula_or_calculation,4,0,0,0,4,16
ceval_card.mao_zedong_thought.020.坚持四项基本原则,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,坚持四项基本原则,formula_or_calculation,4,0,0,0,4,16
ceval_card.mao_zedong_thought.021.群众路线,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,群众路线,formula_or_calculation,4,0,0,0,4,16
ceval_card.mao_zedong_thought.023.和平统一,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,和平统一,formula_or_calculation,4,0,0,0,4,16
ceval_card.mao_zedong_thought.029.在晋绥干部会议上的讲话,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,在晋绥干部会议上的讲话,concept,4,0,0,0,4,16
ceval_card.mao_zedong_thought.032.解放和发展生产力,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,解放和发展生产力,formula_or_calculation,4,0,0,0,4,16
ceval_card.mao_zedong_thought.039.建设社会主义法治国家,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,建设社会主义法治国家,regulation_or_standard,3,1,0,1,3,16
ceval_card.mao_zedong_thought.041.以人为本,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,以人为本,abstraction_or_regularity,4,0,0,0,4,16
ceval_card.high_school_politics.045.2020年,politics_history,high_school_politics,高中政治,2020年,regulation_or_standard,4,0,0,0,4,16
ceval_card.middle_school_politics.003.民事违法行为,politics_history,middle_school_politics,初中政治,民事违法行为,concept,4,0,0,0,4,16
ceval_card.middle_school_politics.004.行政违法行为,politics_history,middle_school_politics,初中政治,行政违法行为,concept,4,0,0,0,4,16
ceval_card.middle_school_politics.013.下列说法正确的是,politics_history,middle_school_politics,初中政治,下列说法正确的是,regulation_or_standard,4,0,0,0,4,16
ceval_card.middle_school_politics.021.近日,politics_history,middle_school_politics,初中政治,近日,concept,4,0,0,0,4,16
ceval_card.middle_school_politics.041.当今世界,politics_history,middle_school_politics,初中政治,当今世界,formula_or_calculation,4,0,0,0,4,16
ceval_card.modern_chinese_history.020.南京条约,politics_history,modern_chinese_history,近代史纲要,南京条约,regulation_or_standard,4,0,0,0,4,16
ceval_card.modern_chinese_history.021.北京条约,politics_history,modern_chinese_history,近代史纲要,北京条约,regulation_or_standard,4,0,0,0,4,16
ceval_card.modern_chinese_history.022.辛丑条约,politics_history,modern_chinese_history,近代史纲要,辛丑条约,regulation_or_standard,4,0,0,0,4,16
ceval_card.modern_chinese_history.027.武汉,politics_history,modern_chinese_history,近代史纲要,武汉,procedure,4,0,0,0,4,16
ceval_card.modern_chinese_history.028.林则徐,politics_history,modern_chinese_history,近代史纲要,林则徐,concept,4,0,0,0,4,16
ceval_card.modern_chinese_history.030.中共十二大,politics_history,modern_chinese_history,近代史纲要,中共十二大,concept,4,0,0,0,4,16
ceval_card.modern_chinese_history.037.中共十一届六中全会,politics_history,modern_chinese_history,近代史纲要,中共十一届六中全会,concept,4,0,0,0,4,16
ceval_card.modern_chinese_history.038.天朝田亩制度,politics_history,modern_chinese_history,近代史纲要,天朝田亩制度,regulation_or_standard,4,0,0,0,4,16
ceval_card.modern_chinese_history.039.文化大革命,politics_history,modern_chinese_history,近代史纲要,文化大革命,regulation_or_standard,4,0,0,0,4,16
ceval_card.ideological_and_moral_cultivation.013.人生理想,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人生理想,concept,4,0,0,0,4,16
ceval_card.ideological_and_moral_cultivation.014.敬业奉献的要求,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,敬业奉献的要求,formula_or_calculation,4,0,0,0,4,16
ceval_card.ideological_and_moral_cultivation.016.国务院,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,国务院,concept,4,0,0,0,4,16
ceval_card.ideological_and_moral_cultivation.017.全国人民代表大会,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,全国人民代表大会,concept,4,0,0,0,4,16
ceval_card.ideological_and_moral_cultivation.042.道德理想,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,道德理想,formula_or_calculation,4,0,0,0,4,16
ceval_card.high_school_history.019.广州,politics_history,high_school_history,高中历史,广州,concept,4,0,0,0,4,16
ceval_card.high_school_history.034.商品经济的发展,politics_history,high_school_history,高中历史,商品经济的发展,abstraction_or_regularity,4,0,0,0,4,16
ceval_card.middle_school_history.002.凡尔赛和约,politics_history,middle_school_history,初中历史,凡尔赛和约,concept,1,4,1,1,1,16
ceval_card.middle_school_history.007.家庭联产承包责任制,politics_history,middle_school_history,初中历史,家庭联产承包责任制,procedure,4,0,0,0,4,16
ceval_card.middle_school_history.008.的内容之一,politics_history,middle_school_history,初中历史,的内容之一,concept,1,4,1,1,1,16
ceval_card.middle_school_history.011.黄帝,politics_history,middle_school_history,初中历史,黄帝,concept,4,0,0,0,4,16
ceval_card.middle_school_history.016.中共,politics_history,middle_school_history,初中历史,中共,abstraction_or_regularity,4,0,0,0,4,16
ceval_card.middle_school_history.022.英国资产阶级革命,politics_history,middle_school_history,初中历史,英国资产阶级革命,abstraction_or_regularity,4,0,0,0,4,16
ceval_card.middle_school_history.023.魏源,politics_history,middle_school_history,初中历史,魏源,formula_or_calculation,4,0,0,0,4,16
ceval_card.middle_school_history.026.第二次鸦片战争,politics_history,middle_school_history,初中历史,第二次鸦片战争,concept,4,0,0,0,4,16
ceval_card.middle_school_history.029.不正确的一项是,politics_history,middle_school_history,初中历史,不正确的一项是,concept,4,0,0,0,4,16
ceval_card.middle_school_history.032.林则徐,politics_history,middle_school_history,初中历史,林则徐,concept,4,0,0,0,4,16
ceval_card.middle_school_history.034.半坡原始居民,politics_history,middle_school_history,初中历史,半坡原始居民,concept,4,0,0,0,4,16
ceval_card.middle_school_history.044.科举制,politics_history,middle_school_history,初中历史,科举制,regulation_or_standard,4,0,0,0,4,16
ceval_card.basic_medicine.014.叶酸,medicine,basic_medicine,基础医学,叶酸,concept,4,0,0,0,4,16
ceval_card.basic_medicine.016.Ca,medicine,basic_medicine,基础医学,Ca,concept,4,0,0,0,4,16
ceval_card.basic_medicine.019.促肾上腺皮质激素,medicine,basic_medicine,基础医学,促肾上腺皮质激素,procedure,4,0,0,0,4,16
ceval_card.basic_medicine.036.蛋白激酶C,medicine,basic_medicine,基础医学,蛋白激酶C,formula_or_calculation,4,0,0,0,4,16
ceval_card.basic_medicine.042.不正确的是,medicine,basic_medicine,基础医学,不正确的是,concept,4,0,0,0,4,16
ceval_card.basic_medicine.044.酪氨酸蛋白激酶,medicine,basic_medicine,基础医学,酪氨酸蛋白激酶,abstraction_or_regularity,4,0,0,0,4,16
ceval_card.clinical_medicine.013.70岁,medicine,clinical_medicine,临床医学,70岁,formula_or_calculation,4,0,0,0,4,16
ceval_card.clinical_medicine.017.BE,medicine,clinical_medicine,临床医学,BE,formula_or_calculation,4,0,0,0,4,16
ceval_card.clinical_medicine.027.40岁,medicine,clinical_medicine,临床医学,40岁,concept,4,0,0,0,4,16
ceval_card.fire_engineer.037.25m,engineering,fire_engineer,注册消防工程师,25m,formula_or_calculation,4,0,0,0,4,16
ceval_card.fire_engineer.040.60s,engineering,fire_engineer,注册消防工程师,60s,formula_or_calculation,4,0,0,0,4,16
ceval_card.fire_engineer.043.不符合规范要求的是,engineering,fire_engineer,注册消防工程师,不符合规范要求的是,formula_or_calculation,4,0,0,0,4,16
ceval_card.fire_engineer.044.的规定,engineering,fire_engineer,注册消防工程师,的规定,formula_or_calculation,4,0,0,0,4,16
ceval_card.environmental_impact_assessment_engineer.028.声环境质量标准,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,声环境质量标准,formula_or_calculation,4,0,0,0,4,16
ceval_card.environmental_impact_assessment_engineer.029.GB3096,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,GB3096,formula_or_calculation,4,0,0,0,4,16
ceval_card.environmental_impact_assessment_engineer.030.中华人民共和国水污染防治法,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国水污染防治法,regulation_or_standard,4,0,0,0,4,16
ceval_card.environmental_impact_assessment_engineer.031.一般情况下,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,一般情况下,formula_or_calculation,4,0,0,0,4,16
ceval_card.environmental_impact_assessment_engineer.032.建设单位申请建设项目竣工环境保护验收时,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设单位申请建设项目竣工环境保护验收时,regulation_or_standard,4,0,0,0,4,16
ceval_card.environmental_impact_assessment_engineer.033.下列说法错误的是,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,下列说法错误的是,formula_or_calculation,4,0,0,0,4,16
ceval_card.physician.004.kg,medicine,physician,医师资格,kg,concept,4,0,0,0,4,16
ceval_card.physician.031.氨苯蝶啶,medicine,physician,医师资格,氨苯蝶啶,concept,4,0,0,0,4,16
ceval_card.physician.036.血行转移,medicine,physician,医师资格,血行转移,concept,4,0,0,0,4,16
ceval_card.computer_network.022.80Mbps,computer,computer_network,计算机网络,80Mbps,formula_or_calculation,1,2,3,0,1,14
ceval_card.operating_system.023.在操作系统中,computer,operating_system,操作系统,在操作系统中,concept,3,1,0,0,3,14
ceval_card.computer_architecture.019.0000007FH,computer,computer_architecture,计算机组成,0000007FH,abstraction_or_regularity,1,3,2,0,1,14
ceval_card.mao_zedong_thought.034.中共十八届三中全会通过的,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,中共十八届三中全会通过的,formula_or_calculation,3,0,0,1,3,14
ceval_card.mao_zedong_thought.035.中共中央关于全面深化改革若干重大问题的决定,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,中共中央关于全面深化改革若干重大问题的决定,formula_or_calculation,3,0,0,1,3,14
ceval_card.modern_chinese_history.040.统筹兼顾,politics_history,modern_chinese_history,近代史纲要,统筹兼顾,concept,3,1,0,0,3,14
ceval_card.modern_chinese_history.041.适当安排,politics_history,modern_chinese_history,近代史纲要,适当安排,concept,3,1,0,0,3,14
ceval_card.ideological_and_moral_cultivation.024.的统一,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,的统一,regulation_or_standard,3,1,0,0,3,14
ceval_card.middle_school_history.021.厦门,politics_history,middle_school_history,初中历史,厦门,concept,3,1,0,0,3,14
ceval_card.clinical_medicine.020.含铁血黄素尿,medicine,clinical_medicine,临床医学,含铁血黄素尿,concept,3,1,0,0,3,14
ceval_card.clinical_medicine.044.动脉血气分析,medicine,clinical_medicine,临床医学,动脉血气分析,formula_or_calculation,3,1,0,0,3,14
ceval_card.fire_engineer.033.修车库,engineering,fire_engineer,注册消防工程师,修车库,formula_or_calculation,3,0,1,0,3,14
ceval_card.fire_engineer.034.停车场设计防火规范,engineering,fire_engineer,注册消防工程师,停车场设计防火规范,formula_or_calculation,3,0,1,0,3,14
ceval_card.environmental_impact_assessment_engineer.014.50dB,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,50dB,regulation_or_standard,3,1,0,0,3,14
ceval_card.environmental_impact_assessment_engineer.043.60dB,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,60dB,regulation_or_standard,3,1,0,0,3,14
ceval_card.computer_network.002.seq,computer,computer_network,计算机网络,seq,formula_or_calculation,3,0,0,0,3,12
ceval_card.computer_network.008.坚持CSMA,computer,computer_network,计算机网络,坚持CSMA,concept,3,0,0,0,3,12
ceval_card.computer_network.009.ack,computer,computer_network,计算机网络,ack,formula_or_calculation,3,0,0,0,3,12
ceval_card.computer_network.030.网桥,computer,computer_network,计算机网络,网桥,formula_or_calculation,2,2,0,0,2,12
ceval_card.computer_network.035.主机甲与主机乙之间已建立一个TCP连接,computer,computer_network,计算机网络,主机甲与主机乙之间已建立一个TCP连接,concept,3,0,0,0,3,12
ceval_card.computer_network.039.非坚持CSMA,computer,computer_network,计算机网络,非坚持CSMA,concept,3,0,0,0,3,12
ceval_card.computer_network.042.MSS为1KB,computer,computer_network,计算机网络,MSS为1KB,formula_or_calculation,3,0,0,0,3,12
ceval_card.computer_network.044.计算机软件,computer,computer_network,计算机网络,计算机软件,formula_or_calculation,2,2,0,0,2,12
ceval_card.computer_network.045.三次握手,computer,computer_network,计算机网络,三次握手,formula_or_calculation,3,0,0,0,3,12
ceval_card.operating_system.025.隐蔽文件目录,computer,operating_system,操作系统,隐蔽文件目录,regulation_or_standard,3,0,0,0,3,12
ceval_card.operating_system.026.最佳适应算法,computer,operating_system,操作系统,最佳适应算法,formula_or_calculation,3,0,0,0,3,12
ceval_card.operating_system.028.源程序,computer,operating_system,操作系统,源程序,concept,3,0,0,0,3,12
ceval_card.operating_system.030.networks,computer,operating_system,操作系统,networks,formula_or_calculation,3,0,0,0,3,12
ceval_card.operating_system.031.protocols,computer,operating_system,操作系统,protocols,formula_or_calculation,3,0,0,0,3,12
ceval_card.operating_system.032.虚拟设备,computer,operating_system,操作系统,虚拟设备,concept,3,0,0,0,3,12
ceval_card.operating_system.035.文件控制块,computer,operating_system,操作系统,文件控制块,concept,3,0,0,0,3,12
ceval_card.operating_system.038.打印机,computer,operating_system,操作系统,打印机,concept,3,0,0,0,3,12
ceval_card.operating_system.040.中断屏蔽,computer,operating_system,操作系统,中断屏蔽,abstraction_or_regularity,2,0,0,2,2,12
ceval_card.operating_system.045.分段,computer,operating_system,操作系统,分段,concept,3,0,0,0,3,12
ceval_card.college_programming.033.object,computer,college_programming,大学编程,object,concept,3,0,0,0,3,12
ceval_card.college_programming.041.Derived,computer,college_programming,大学编程,Derived,concept,3,0,0,0,3,12
ceval_card.electrical_engineer.012.km,engineering,electrical_engineer,注册电气工程师,km,concept,3,0,0,0,3,12
ceval_card.electrical_engineer.021.2mm,engineering,electrical_engineer,注册电气工程师,2mm,concept,3,0,0,0,3,12
ceval_card.electrical_engineer.032.电压的感应影响,engineering,electrical_engineer,注册电气工程师,电压的感应影响,formula_or_calculation,3,0,0,0,3,12
ceval_card.electrical_engineer.033.10mA,engineering,electrical_engineer,注册电气工程师,10mA,formula_or_calculation,3,0,0,0,3,12
ceval_card.electrical_engineer.036.110V,engineering,electrical_engineer,注册电气工程师,110V,formula_or_calculation,3,0,0,0,3,12
ceval_card.electrical_engineer.045.3kV,engineering,electrical_engineer,注册电气工程师,3kV,formula_or_calculation,3,0,0,0,3,12
ceval_card.metrology_engineer.024.安培,engineering,metrology_engineer,注册计量师,安培,concept,3,0,0,0,3,12
ceval_card.metrology_engineer.031.基本测量法,engineering,metrology_engineer,注册计量师,基本测量法,formula_or_calculation,3,0,0,0,3,12
ceval_card.metrology_engineer.032.固有误差,engineering,metrology_engineer,注册计量师,固有误差,regulation_or_standard,3,0,0,0,3,12
ceval_card.metrology_engineer.033.零值误差,engineering,metrology_engineer,注册计量师,零值误差,regulation_or_standard,3,0,0,0,3,12
ceval_card.metrology_engineer.034.参考条件,engineering,metrology_engineer,注册计量师,参考条件,regulation_or_standard,3,0,0,0,3,12
ceval_card.metrology_engineer.035.极限条件,engineering,metrology_engineer,注册计量师,极限条件,regulation_or_standard,3,0,0,0,3,12
ceval_card.metrology_engineer.036.测量基准,engineering,metrology_engineer,注册计量师,测量基准,regulation_or_standard,3,0,0,0,3,12
ceval_card.metrology_engineer.038.列入,engineering,metrology_engineer,注册计量师,列入,concept,3,0,0,0,3,12
ceval_card.metrology_engineer.045.检定结果通知书,engineering,metrology_engineer,注册计量师,检定结果通知书,concept,3,0,0,0,3,12
ceval_card.marxism.005.这体现了,politics_history,marxism,马克思主义基本原理,这体现了,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.marxism.007.这个观点是,politics_history,marxism,马克思主义基本原理,这个观点是,procedure,3,0,0,0,3,12
ceval_card.marxism.010.唯物辩证法认为,politics_history,marxism,马克思主义基本原理,唯物辩证法认为,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.marxism.011.客观唯心主义观点,politics_history,marxism,马克思主义基本原理,客观唯心主义观点,concept,3,0,0,0,3,12
ceval_card.marxism.012.形而上学观点,politics_history,marxism,马克思主义基本原理,形而上学观点,concept,3,0,0,0,3,12
ceval_card.marxism.013.主观唯心主义观点,politics_history,marxism,马克思主义基本原理,主观唯心主义观点,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.marxism.021.是因为,politics_history,marxism,马克思主义基本原理,是因为,regulation_or_standard,3,0,0,0,3,12
ceval_card.marxism.023.判断,politics_history,marxism,马克思主义基本原理,判断,concept,3,0,0,0,3,12
ceval_card.marxism.028.矛盾是事物发展的动力,politics_history,marxism,马克思主义基本原理,矛盾是事物发展的动力,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.marxism.038.生产方式,politics_history,marxism,马克思主义基本原理,生产方式,concept,3,0,0,0,3,12
ceval_card.mao_zedong_thought.015.规范化,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,规范化,regulation_or_standard,2,1,0,1,2,12
ceval_card.mao_zedong_thought.018.顺应自然,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,顺应自然,concept,3,0,0,0,3,12
ceval_card.mao_zedong_thought.025.循环发展,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,循环发展,regulation_or_standard,3,0,0,0,3,12
ceval_card.mao_zedong_thought.026.低碳发展,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,低碳发展,regulation_or_standard,3,0,0,0,3,12
ceval_card.mao_zedong_thought.027.保护优先,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,保护优先,regulation_or_standard,3,0,0,0,3,12
ceval_card.mao_zedong_thought.028.自然恢复为主,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,自然恢复为主,regulation_or_standard,3,0,0,0,3,12
ceval_card.mao_zedong_thought.033.反对民族分裂,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,反对民族分裂,concept,3,0,0,0,3,12
ceval_card.mao_zedong_thought.037.加快推进社会主义民主政治制度化,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,加快推进社会主义民主政治制度化,regulation_or_standard,2,1,0,1,2,12
ceval_card.mao_zedong_thought.038.程序化,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,程序化,regulation_or_standard,2,1,0,1,2,12
ceval_card.mao_zedong_thought.042.坚持以马列主义,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,坚持以马列主义,formula_or_calculation,3,0,0,0,3,12
ceval_card.mao_zedong_thought.043.邓小平理论和,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,邓小平理论和,formula_or_calculation,3,0,0,0,3,12
ceval_card.mao_zedong_thought.044.重要思想为指导,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,重要思想为指导,formula_or_calculation,3,0,0,0,3,12
ceval_card.high_school_politics.011.近日,politics_history,high_school_politics,高中政治,近日,regulation_or_standard,3,0,0,0,3,12
ceval_card.high_school_politics.018.日前,politics_history,high_school_politics,高中政治,日前,regulation_or_standard,3,0,0,0,3,12
ceval_card.high_school_politics.019.条例,politics_history,high_school_politics,高中政治,条例,regulation_or_standard,3,0,0,0,3,12
ceval_card.high_school_politics.020.为此,politics_history,high_school_politics,高中政治,为此,formula_or_calculation,3,0,0,0,3,12
ceval_card.high_school_politics.034.的原则,politics_history,high_school_politics,高中政治,的原则,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.005.刑事违法行为,politics_history,middle_school_politics,初中政治,刑事违法行为,concept,3,0,0,0,3,12
ceval_card.middle_school_politics.006.一带一路,politics_history,middle_school_politics,初中政治,一带一路,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.middle_school_politics.020.一国两制,politics_history,middle_school_politics,初中政治,一国两制,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.023.安全权,politics_history,middle_school_politics,初中政治,安全权,formula_or_calculation,3,0,0,0,3,12
ceval_card.middle_school_politics.024.公平交易权,politics_history,middle_school_politics,初中政治,公平交易权,formula_or_calculation,3,0,0,0,3,12
ceval_card.middle_school_politics.026.公正司法,politics_history,middle_school_politics,初中政治,公正司法,formula_or_calculation,3,0,0,0,3,12
ceval_card.middle_school_politics.027.民族振兴,politics_history,middle_school_politics,初中政治,民族振兴,formula_or_calculation,3,0,0,0,3,12
ceval_card.middle_school_politics.029.李某在路上拾到一个装有重要文件的公文包,politics_history,middle_school_politics,初中政治,李某在路上拾到一个装有重要文件的公文包,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.030.李某向失主索要巨额,politics_history,middle_school_politics,初中政治,李某向失主索要巨额,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.031.好处费,politics_history,middle_school_politics,初中政治,好处费,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.032.拒不归还失主,politics_history,middle_school_politics,初中政治,拒不归还失主,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.033.后被失主张先生告上法庭,politics_history,middle_school_politics,初中政治,后被失主张先生告上法庭,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.034.最后法院判决李某向失主赔礼道歉并归还公文包,politics_history,middle_school_politics,初中政治,最后法院判决李某向失主赔礼道歉并归还公文包,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.035.据此,politics_history,middle_school_politics,初中政治,据此,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_politics.040.当前,politics_history,middle_school_politics,初中政治,当前,concept,3,0,0,0,3,12
ceval_card.modern_chinese_history.045.求富,politics_history,modern_chinese_history,近代史纲要,求富,formula_or_calculation,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.022.自强不息,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,自强不息,concept,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.026.爱国思想,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,爱国思想,concept,2,1,1,0,2,12
ceval_card.ideological_and_moral_cultivation.031.改革创新,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,改革创新,regulation_or_standard,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.032.爱国守法的要求,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,爱国守法的要求,formula_or_calculation,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.033.团结友善的要求,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,团结友善的要求,formula_or_calculation,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.034.以天下为己任,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,以天下为己任,formula_or_calculation,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.035.勤劳勇敢,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,勤劳勇敢,formula_or_calculation,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.036.社会主义荣辱观,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,社会主义荣辱观,formula_or_calculation,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.039.下列选项中,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,下列选项中,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.ideological_and_moral_cultivation.041.职业理想,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,职业理想,formula_or_calculation,3,0,0,0,3,12
ceval_card.high_school_history.005.有学者指出,politics_history,high_school_history,高中历史,有学者指出,formula_or_calculation,3,0,0,0,3,12
ceval_card.high_school_history.006.这主要是因为,politics_history,high_school_history,高中历史,这主要是因为,regulation_or_standard,3,0,0,0,3,12
ceval_card.high_school_history.014.井田制,politics_history,high_school_history,高中历史,井田制,regulation_or_standard,3,0,0,0,3,12
ceval_card.high_school_history.026.指的是,politics_history,high_school_history,高中历史,指的是,regulation_or_standard,3,0,0,0,3,12
ceval_card.high_school_history.029.中记载,politics_history,high_school_history,高中历史,中记载,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.high_school_history.041.春秋战国时期,politics_history,high_school_history,高中历史,春秋战国时期,concept,3,0,0,0,3,12
ceval_card.high_school_history.042.轻工业,politics_history,high_school_history,高中历史,轻工业,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.high_school_history.044.爱因斯坦,politics_history,high_school_history,高中历史,爱因斯坦,regulation_or_standard,3,0,0,0,3,12
ceval_card.middle_school_history.028.八国联军侵华战争,politics_history,middle_school_history,初中历史,八国联军侵华战争,concept,3,0,0,0,3,12
ceval_card.middle_school_history.040.中共十一届三中全会,politics_history,middle_school_history,初中历史,中共十一届三中全会,formula_or_calculation,3,0,0,0,3,12
ceval_card.middle_school_history.045.的发表,politics_history,middle_school_history,初中历史,的发表,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.basic_medicine.017.血小板,medicine,basic_medicine,基础医学,血小板,concept,3,0,0,0,3,12
ceval_card.basic_medicine.020.alpha,medicine,basic_medicine,基础医学,alpha,concept,3,0,0,0,3,12
ceval_card.basic_medicine.024.IP,medicine,basic_medicine,基础医学,IP,concept,3,0,0,0,3,12
ceval_card.basic_medicine.025.磷脂酶C,medicine,basic_medicine,基础医学,磷脂酶C,formula_or_calculation,3,0,0,0,3,12
ceval_card.basic_medicine.028.糖皮质激素,medicine,basic_medicine,基础医学,糖皮质激素,procedure,3,0,0,0,3,12
ceval_card.basic_medicine.029.肾上腺素,medicine,basic_medicine,基础医学,肾上腺素,procedure,3,0,0,0,3,12
ceval_card.basic_medicine.031.大片坏死,medicine,basic_medicine,基础医学,大片坏死,concept,3,0,0,0,3,12
ceval_card.basic_medicine.033.患者多为儿童,medicine,basic_medicine,基础医学,患者多为儿童,concept,3,0,0,0,3,12
ceval_card.basic_medicine.034.胰高血糖素,medicine,basic_medicine,基础医学,胰高血糖素,procedure,3,0,0,0,3,12
ceval_card.basic_medicine.035.朗格汉斯巨细胞,medicine,basic_medicine,基础医学,朗格汉斯巨细胞,concept,3,0,0,0,3,12
ceval_card.basic_medicine.037.肺动脉栓塞,medicine,basic_medicine,基础医学,肺动脉栓塞,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.basic_medicine.038.羊水栓塞,medicine,basic_medicine,基础医学,羊水栓塞,abstraction_or_regularity,2,1,1,0,2,12
ceval_card.clinical_medicine.023.8mmol,medicine,clinical_medicine,临床医学,8mmol,formula_or_calculation,3,0,0,0,3,12
ceval_card.clinical_medicine.025.不正确的是,medicine,clinical_medicine,临床医学,不正确的是,abstraction_or_regularity,3,0,0,0,3,12
ceval_card.clinical_medicine.026.患者男性,medicine,clinical_medicine,临床医学,患者男性,formula_or_calculation,3,0,0,0,3,12
ceval_card.clinical_medicine.029.5mmol,medicine,clinical_medicine,临床医学,5mmol,formula_or_calculation,3,0,0,0,3,12
ceval_card.clinical_medicine.030.50岁,medicine,clinical_medicine,临床医学,50岁,concept,3,0,0,0,3,12
