ceval_subject,chinese_name,category,c1_status,jianmu_disciplines,dev_val_questions,semantic_hit_questions,semantic_hit_rate,semantic_connection_status,top_missing_terms,hit_examples_json
high_school_history,高中历史,Humanities,covered,人文社科大类,25,8,0.32,weakly_connected,断发易服|不抑兼并|消除了农村工作中的左倾错误|与材料中的时间不符|近代中国最早主张|北宋前期|统治者认为|富者田连阡陌|为国家守财尔|采取|的土地政策|这导致北宋|自然经济逐渐解体|自耕农经济发展受阻|重农抑商政策瓦解|土地所有制发生质变|宋朝时期|的的政策|促进了土地私有制进一步发展|使自耕农经济大量破产|杜鲁门称|杜鲁门主义和马歇尔计划是|一个胡桃的两半|下列理解不正确的是|都是美国遏制战略的组成部分,"[{""id"": 2, ""question"": ""康熙皇帝任命曹雪芹的祖父曹寅主持江宁织造局的生产。根据当时的制度，该局产品____"", ""hits"": [[1, ""auto_rule_思想政治_rules_经济生活_1"", ""宏观经济学"", ""宏观总量与政策"", ""产出、价格与政策传导""]]}, {""id"": 2, ""question"": ""隋唐时期，陆路与海上“丝绸之路”基本畅通，唐朝设市舶司主管对外港口贸易，宋代对招商有成效的官吏实行提高级别待遇的政策，泉州、广州接此执行。可见，唐宋时期海外贸易的活跃是____"", ""hits"": [[1, ""auto_neuron_历史_neurons_中国古代史_3"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 3, ""question"": ""2020年，深圳经济特区建立40周年。四十年来，深圳地区生产总值出1979年的1.96亿元增长到2019年的2.6927万亿元，按可比价格计算，增长2491倍，年均增长21.6%，实现了由一座落后的边陲小镇到具有全球影响力的国际化大都市的历史性跨越。深圳快速崛起的重要原因是____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_经济_6"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}]"
middle_school_history,初中历史,Humanities,covered,人文社科大类,27,9,0.3333,weakly_connected,凡尔赛和约|的内容之一|江南河|邗沟|黄帝|蚩尤部落|通济渠|是指|改革开放以来|炎帝|一个中心|的内容包括|阿尔萨斯和洛林交还法国|废除德国的普遍义务兵役制|承认波兰独立|尊重中国主权和独立|根据历史事实|阿尔萨斯和洛林交还法国是|这两个地区在第一次世界大战中被德国占领|废除德国的普遍义务兵役制也是|这是对德国的军事限制之一|承认波兰独立也是|波兰在第一次世界大战中重新独立|尊重中国主权和独立虽然是中国在|中提出的要求,"[{""id"": 4, ""question"": ""在一座城市市政府门前，有一座标志性的雕像名为拓荒牛，这座城市就是在改革开放中，被誉为“一夜崛起之城”的____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_经济_6"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 1, ""question"": ""被称为中国近代史上第一次巨变的是____"", ""hits"": [[1, ""auto_neuron_历史_neurons_中国近现代史_2"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_neuron_历史_neurons_中国近现代史_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_neuron_历史_neurons_中国近现代史_0"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 5, ""question"": ""英国资产阶级革命前，新贵族和旧贵族的主要区别在于他们____"", ""hits"": [[1, ""auto_neuron_历史_neurons_初中历史_世界_2"", ""财务会计"", ""资产"", ""确认、计量与减值""]]}]"
civil_servant,公务员,Other,partial,人文社科大类|法学与监管大类|管理学大类,52,30,0.5769,weakly_connected,填入画横线部分最恰当的一项是|温和|10|30|36|首先|谨慎|好感|81|64|12|16|82|尊重民意|继承|出谋划策|建言献策|秉承|十大流行语|据说|在东南沿海一带|渔民在捕到螃蟹后|将螃蟹放进一个上小肚大的竹篓里面|第一只螃蟹放进去时|渔夫就用重物将口封住,"[{""id"": 0, ""question"": ""透过车轮卷起的黄土，却见山野人秋，庄稼割过，静谧中含着一些寂静，只有阳光在切割过的根茬上烁烁闪亮。____。 填入横线上最恰当的是____。"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_35"", ""战略管理"", ""公司战略"", ""战略选择与实施""], [1, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 3, ""question"": ""①我的奶奶是这样，我的父亲也是这样——那张画像，已经成为许多老百姓生活必需品的一部分，没有它，似乎客厅都是空的 ②如果因为认知能力的提升而将偶像抽离出记忆，那么，在那个时代里成长、生活的许多人，脑子里将空空如也，甚至不记得自己曾经活过这一回 ③卷的过程，是在收叠他个人的历史 ④有时挂旧了、破了，也会认认真真卷起来放好，我曾看别人卷过这画像，那种澄澈的眼神令人难忘 ⑤有些伟大者永远不会被人遗忘，因为那个伟大者，在那个时代，其实是一种生活，精神生活 ⑥从这个意义上说，尽管也许并不懂他，但人们心甘情愿尊他的名为圣 将以上6个句子重新排列，语序正确的是____。"", ""hits"": [[2, ""auto_neuron_FinEval_neurons_economic_law_23"", ""经济法"", ""物权法"", ""物的分类与权利边界""], [2, ""auto_neuron_FinEval_neurons_economic_law_18"", ""组织管理"", ""组织结构"", ""结构设计与协调""], [1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_30"", ""战略管理"", ""公司战略"", ""战略选择与实施""], [1, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 4, ""question"": ""相机：拍摄____"", ""hits"": [[1, ""manual_econlaw_bill_amount_mismatch_invalid"", ""经济法"", ""票据法"", ""票据行为与效力""], [1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_35"", ""战略管理"", ""公司战略"", ""战略选择与实施""], [1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_30"", ""战略管理"", ""公司战略"", ""战略选择与实施""], [1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_18"", ""组织管理"", ""组织结构"", ""结构设计与协调""]]}]"
sports_science,体育学,Other,missing_or_weak,通识/待人工复核大类,24,2,0.0833,semantic_gap,体育教师|首先|其次|学生|最后|50|运动员所具备的竞技能力在比赛中的表现称为|竞技水平|竞技状态|运动能力|训练水平|但不是竞技能力本身|对儿童进行体育教学和训练时|此外|极点|我们需要了解竞技能力的概念|竞技能力是指运动员在比赛中所具备的技术|体能|心理素质等方面的能力|是运动员在比赛中获胜的关键因素|我们分析选项|是运动员竞技能力的表现形式|符合题目描述|是指运动员在比赛中的心理状态和身体状态|是竞技能力的表现之一,"[{""id"": 1, ""question"": ""静脉输入0.9%NaCl溶液可使____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_statistics_32"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 7, ""question"": ""课外运动竞赛的主要特点有竞争性、集体性与教育性、多层次与群众性以及____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_commercial_bank_finance_1"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}]"
plant_protection,植物保护,Other,partial,自然科学大类,27,14,0.5185,weakly_connected,Mg|Ca|Cl|Fe|亚基|微管蛋白|细胞分化|NH|细胞信号转导过程中的次级信号也被称为|第一信使|第二信使|胞间信使|胞外信使|首先|细胞信号转导是指细胞通过胞膜或胞内受体感|受信息分子的刺激|经细胞内信号转导系统转换|从而影响细胞生物学功能的过程|其次|我们需要了解细胞信号转导过程中的信号分类|初级信号是指细胞外信号|化学信号和物理信号|及某些环境刺激信号|也被称为第一信使|次级信号是指由胞外刺激信号激活或抑制的,"[{""id"": 0, ""question"": ""一个具有液泡的植物成熟细胞，其水势____。"", ""hits"": [[1, ""auto_neuron_生物_neurons_细胞_2"", ""自然科学"", ""基础科学"", ""自然规律与模型""], [1, ""auto_neuron_生物_neurons_初中生物_3"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 1, ""question"": ""植物细胞质膜上的已知离子泵主要有质子泵和____。"", ""hits"": [[1, ""auto_neuron_生物_neurons_细胞_1"", ""自然科学"", ""基础科学"", ""自然规律与模型""], [1, ""auto_neuron_生物_neurons_初中生物_3"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 3, ""question"": ""植物水分亏缺时，叶片中ABA含量____，促使气孔____。"", ""hits"": [[1, ""auto_neuron_生物_neurons_初中生物_3"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}]"
basic_medicine,基础医学,Other,partial,通识/待人工复核大类|自然科学大类,24,3,0.125,semantic_gap,cAMP|cGMP|IP|动脉瘤|生物素|叶酸|磷酸吡哆醛|硫胺素|不正确的是|维生素|缺乏|蛋白激酶途径|急性细菌性痢疾早期的结肠病变为|假膜性炎|浆液性炎|卡他性炎|表面化脓性炎|急性细菌性痢疾早期病变为急性卡他性炎|后期发展成为假膜性炎|下列各项|属于肿瘤的是|错构瘤|室壁瘤|骨软骨瘤|错构瘤用来描述受累器官的正常组织在发育过,"[{""id"": 0, ""question"": ""下列选项中，符合原癌基因概念的是____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_fund_qualification_certificate_48"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 1, ""question"": ""栓塞时常伴有DIC发生，主要见于____"", ""hits"": [[1, ""auto_neuron_化学_neurons_初中化学_1"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 14, ""question"": ""血清与血浆的区别在于血清内无____"", ""hits"": [[1, ""auto_neuron_化学_neurons_有机化学_5"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}]"
clinical_medicine,临床医学,Other,partial,通识/待人工复核大类|自然科学大类,27,3,0.1111,semantic_gap,PaO|PaCO|50mmHg|60mmHg|男性|近期|有活动性内脏出血|含铁血黄素尿|血清结合珠蛋白|pH|45mmHg|呼吸兴奋剂|发绀|10|下列哪项不是急性心肌梗死患者溶栓治疗的禁|忌证|发病6小时|心电图ST段抬高|2mY|有慢性严重高血压病史|可疑为主动脉夹层|4周|溶栓治疗的禁忌证主要包括|严重且未控制的高血压|180,"[{""id"": 1, ""question"": ""有关非ST段抬高心肌梗死的治疗方案，以下哪项正确____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_microeconomics_23"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 13, ""question"": ""女性，29岁，因牙龈渗血伴低热1周入院，实验室检查血常规：白细胞11．3×10^9 ／L、红细胞2．6×10^12 ／L、 血红蛋白68g／L、血小板30×10^9 ／L，骨髓穿刺结果提示急性单核细胞白血病(M5)，以下哪个体征最少见____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_microeconomics_23"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 17, ""question"": ""硅尘可导致硅沉着病，其中致病力最强的硅尘颗粒直径为____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_central_banking_25"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}]"
urban_and_rural_planner,注册城乡规划师,Other,partial,通识/待人工复核大类|法学与监管大类,51,34,0.6667,semantic_connected,总体规划和分区规划|居住区|组团|0m|5m|对于一个完善的城镇体系|下列哪些项的表述是错误的|每个城镇体系相应有一个中心城市|在城镇体系中|小城镇的数量多于规模大的城市的数量|城镇体系的城镇空间分布是有序的|城镇体系的空间范围应与行政区划保持一致|城镇体系中规模大的城市数量应该多于小城镇|的数量|这是城镇体系的一个基本特征|控制性详细规划向上衔接和向下衔接分别为|修建性详细规划和具体建筑设计与开发建设行|修建性详细规划和具体建筑设计|总体规划和修建性详细规划|分区规划和具体建筑设计|总体规划和具体建筑设计|分区规划和修建性详细规划|控制性详细规划是宏观与微观|整体与局部有机衔接的关键层次|控制性详细规划向上衔接总体规划和分区规划,"[{""id"": 0, ""question"": ""根据自然资源部《关于以“多规合一”为基础推进规划用地“多审合一、多证合一”改革的通知》，建设项目用地预审与选址意见书有效期为____年，自批准之日起计算。"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_economic_law_7"", ""经济法"", ""票据法"", ""票据行为与效力""], [1, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""]]}, {""id"": 2, ""question"": ""依据《文物保护法》，工程设计方案应当根据____经相应文物行政部门同意后，报城乡建设规划部门批准。"", ""hits"": [[2, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_statistics_37"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""], [1, ""auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_25"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_management_accounting_7"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_economic_law_7"", ""经济法"", ""票据法"", ""票据行为与效力""]]}, {""id"": 3, ""question"": ""下列关于旅馆建筑选址与布局原则的表述，正确的是____"", ""hits"": [[2, ""auto_neuron_FinEval_neurons_economic_law_18"", ""组织管理"", ""组织结构"", ""结构设计与协调""], [1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_economic_law_23"", ""经济法"", ""物权法"", ""物的分类与权利边界""], [1, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}]"
accountant,注册会计师,Other,covered,会计学大类|税法与财政大类|法学与监管大类,54,54,1.0,semantic_connected,,"[{""id"": 0, ""question"": ""甲公司是国内一家上市公司。甲公司对其各子公司实行全面预算管理，并通常使用增量预算方式进行战略控制，子公司预算需要经甲公司预算管理委员会批准后执行。2015年10月，甲公司投资了一个新的项目乙(子公司)。2015年11月，甲公司启动2016年度预算编制工作，此时甲公司应要求乙公司编制____。"", ""hits"": [[2, ""manual_acc_consolidation"", ""高级财务会计"", ""合并与特殊会计"", ""合并报表与特殊事项""], [1, ""manual_fin_npv"", ""公司金融"", ""资本预算与资本结构"", ""现金流与资本成本""], [1, ""manual_econlaw_listed_company_quarter_report_deadline"", ""经济法"", ""证券法律制度"", ""发行交易与信息披露""], [1, ""manual_econlaw_listed_company_guarantee_disclosure"", ""经济法"", ""证券法律制度"", ""发行交易与信息披露""], [1, ""manual_econlaw_foreign_investment_transition_period"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""]]}, {""id"": 1, ""question"": ""债务人转让全部合同义务的，下列说法不正确的是____。"", ""hits"": [[2, ""auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_22"", ""投资学"", ""债券定价与久期"", ""利率敏感性与收益率""], [2, ""auto_neuron_FinEval_neurons_management_accounting_20"", ""财务会计"", ""收入费用利润"", ""确认与期间归属""], [2, ""auto_neuron_FinEval_neurons_intermediate_financial_accounting_4"", ""高级财务会计"", ""合并与特殊会计"", ""合并报表与特殊事项""], [2, ""auto_neuron_FinEval_neurons_intermediate_financial_accounting_2"", ""财务会计"", ""资产"", ""确认、计量与减值""], [2, ""auto_neuron_FinEval_neurons_intermediate_financial_accounting_15"", ""微观经济学"", ""市场与决策"", ""供需、弹性与市场结构""]]}, {""id"": 2, ""question"": ""某公司2012年以150万元的价格进口了1台仪器；2014年6月因出现故障运往日本修理(出境时已向海关报明)，2014年10月，按海关规定的期限复运进境。此时，该仪器的国际市场价格为200万元。若经海关审定的修理费和料件费为40万元，运费为1.5万元，保险费用为2.8万元，进口关税税率为6%。该仪器复运进境时，应缴纳的进口关税为____万元。"", ""hits"": [[2, ""auto_neuron_FinEval_neurons_tax_law_36"", ""税法"", ""企业所得税"", ""应纳税所得额与抵免""], [2, ""auto_neuron_FinEval_neurons_certified_practising_accountant_24"", ""税法"", ""企业所得税"", ""应纳税所得额与抵免""], [2, ""auto_neuron_FinEval_Accounting_neurons_tax_law_36"", ""税法"", ""企业所得税"", ""应纳税所得额与抵免""], [2, ""auto_neuron_FinEval_Accounting_neurons_financial_management_20"", ""财务会计"", ""会计基础与报表列报"", ""基本假设、要素与信息质量""], [1, ""manual_tax_vehicle_purchase_tax_basis"", ""税法"", ""车辆购置税"", ""计税价格与退税""]]}]"
fire_engineer,注册消防工程师,Other,partial,通识/待人工复核大类|自然科学大类,36,8,0.2222,semantic_gap,类汽车库|00h|30|15|50h|停车数量大于50辆小于等于150辆或总建|2的汽车库为|采用全淹没应用方式的瓶组式系统|各瓶组必须能同时启动|20|火力发电厂的煤气柜区四周均设置围墙|错误的是|检查区域报警控制器与集中报警控制器的通讯|用户信息传输装置模拟手动报警信息|显示|用户信息传输装置模拟报警|试验压力为3|0MPa|保压时间不少于3min|保压时间不少于5min|试验压力为额定工作压力2倍的静水压力|根据|汽车库|修车库|停车场设计防火规范,"[{""id"": 0, ""question"": ""干式和预作用的气压试验压力为____MPa。"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_statistics_32"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 4, ""question"": ""下列____可以作为A级装修材料使用。"", ""hits"": [[1, ""auto_neuron_化学_neurons_初中化学_4"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 3, ""question"": ""消防负荷指消防用电设备，根据供电可靠性及中断供电所造成的损失或影响的程度，分为一级负荷、二级负荷和三级负荷。以下应按一级负荷供电的场所是____。"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_statistics_3"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""], [1, ""auto_neuron_FinEval_neurons_microeconomics_23"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}]"
environmental_impact_assessment_engineer,环境影响评价工程师,Other,partial,通识/待人工复核大类|自然科学大类,36,3,0.0833,semantic_gap,根据|HJ2|50dB|中华人民共和国环境影响评价法|建设项目环境影响评价技术导则总纲|2016|二氧化硫|二氧化碳|2018|2008|中华人民共和国环境噪声污染防治法|穿越城市居民区|文教区的铁路|因铁路机车运行造成环境噪声污染的|当地人民政府|对已有污染源调查资料的地区|建设|中华人民共和国固体废物污染环境防治法|细微颗粒|粉尘|毒气|恶臭|物的产生量或排放量|的产生量或排放量|环境影响评价技术导则地表水环境,"[{""id"": 4, ""question"": ""下列属于《中华人民共和国海洋环境保护法》规定的禁止向海域排放的是____。"", ""hits"": [[1, ""auto_neuron_化学_neurons_初中化学_4"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 2, ""question"": ""根据《环境影响评价技术导则大气环境》(HJ2.2—2018)，在采用补充监测数据进行现状评价的，对于有多个监测点位数据的，____作为评价范围内环境空气保护目标及网格点环境质量现状浓度。"", ""hits"": [[1, ""auto_neuron_化学_neurons_初中化学_1"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 25, ""question"": ""无产阶级革命是迄今人类历史上最广泛、最彻底、最深刻的革命，是不同于以往一切革命的最新类型的革命。无产阶级革命的主要特点是____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_commercial_bank_finance_1"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}]"
tax_accountant,税务师,Other,covered,税法与财政大类|会计学大类|法学与监管大类,54,54,1.0,semantic_connected,,"[{""id"": 0, ""question"": ""某卷烟厂为增值税一般纳税人，2020年10月收购烟叶5000公斤，实际支付的收购价款为50万元，按照规定支付了价外补贴，已开具烟叶收购发票。烟叶税税率20%，该卷烟厂应纳的烟叶税为____万元。"", ""hits"": [[5, ""manual_tax_vat"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [3, ""auto_neuron_FinEval_Accounting_neurons_tax_law_43"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [2, ""auto_neuron_FinEval_neurons_tax_law_9"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [2, ""auto_neuron_FinEval_neurons_tax_law_8"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [2, ""auto_neuron_FinEval_neurons_tax_law_43"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""]]}, {""id"": 1, ""question"": ""根据增值税的相关规定，下列税务处理错误的是____。"", ""hits"": [[4, ""manual_tax_vat"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [3, ""auto_neuron_FinEval_neurons_accounting_38"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [3, ""auto_neuron_FinEval_Accounting_neurons_accounting_38"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [2, ""auto_neuron_FinEval_neurons_tax_law_14"", ""税法"", ""企业所得税"", ""应纳税所得额与抵免""], [2, ""auto_neuron_FinEval_neurons_tax_law_11"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""]]}, {""id"": 2, ""question"": ""下列各项中，不属于资源税纳税人的是____。"", ""hits"": [[2, ""manual_public_finance_resource_taxable_resources"", ""财政学"", ""公共财政"", ""财政收入支出与预算""], [2, ""auto_neuron_FinEval_neurons_economic_law_22"", ""经济法"", ""物权法"", ""物的分类与权利边界""], [2, ""auto_neuron_FinEval_Accounting_neurons_economic_law_22"", ""经济法"", ""物权法"", ""物的分类与权利边界""], [1, ""manual_tax_vat"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [1, ""auto_neuron_会计学_neurons_2026实时知识_12"", ""财务会计"", ""会计基础与报表列报"", ""基本假设、要素与信息质量""]]}]"
physician,医师资格,Other,partial,通识/待人工复核大类|自然科学大类,54,4,0.0741,semantic_gap,产力|生后2|停经史|医务人员与患者的关系|其他同学也觉得咽部发痒|咳嗽起来|子宫下段组织脆弱收缩力差|子宫下段血运丰富|两者均有关|两者均无关|储存|足月儿|大于胎龄儿|过期产儿|早孕反应|双合诊子宫增大|医学伦理学的核心问题是|医务人员之间的关系|医务人员与社会之间的关系|医务人员与科学发展之间的关系|是医学伦理学的核心问题和主要研究对象|下列各心脏病变所产生的杂音可以传导至主动|脉瓣关闭不全|颈部和锁骨上窝|左腋下和肩胛下区,"[{""id"": 2, ""question"": ""应激生理反应的神经机制主要通过以下途径调节____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_microeconomics_23"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 5, ""question"": ""有排石史，发现左肾内有一直径0.4cm的结石，首选____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_statistics_32"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}, {""id"": 29, ""question"": ""以下哪项是高血压脑出血主要危险因素____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_microeconomics_23"", ""通识/待人工复核"", ""待人工复核模块"", ""待人工归类""]]}]"
