route_id,subject,domain,name,layer,score_abs,score_reg,type,keywords,content
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_15,FinEval,corporate_strategy_and_risk_management,某公司产品遍布全球多个国家，其会对不同的用户提供不同标准产品，比如航空航天企业所需的产品安全标准远高于普通工业企业产品。,regularity,0,2,neuron,,某公司产品遍布全球多个国家，其会对不同的用户提供不同标准产品，比如航空航天企业所需的产品安全标准远高于普通工业企业产品。同时，该公司会结合订单金额、购买频率、信用评级等指标对客户进行分级，依据客户等级实行对应的营销策略。依据产业市场细分的变量，该公司采用的不包括____。 A. 用户的行业类别 | B. 用户的地理位置 | C. 购买行为因素 | D. 用户规模 答案:B
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_20,FinEval,corporate_strategy_and_risk_management,某公司招聘员工，要求应聘者学历至少为研究生，有相关实习经验最佳。上述材料体现的横向分工组织结构的基本协调机制是____。,abstraction,2,1,neuron,,某公司招聘员工，要求应聘者学历至少为研究生，有相关实习经验最佳。上述材料体现的横向分工组织结构的基本协调机制是____。 A. 相互适应，自行调整 | B. 技艺(知识)标准化 | C. 工作成果标准化 | D. 工作过程标准化 答案:B
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_37,FinEval,corporate_strategy_and_risk_management,股份有限公司的前几大股东可能存在关联，不能形成一种相互制衡的关系。M公司在股权转让之前，由三大股东控制，而其余流通股东极,abstraction,2,0,neuron,,股份有限公司的前几大股东可能存在关联，不能形成一种相互制衡的关系。M公司在股权转让之前，由三大股东控制，而其余流通股东极其分散难以与其抗衡。从表面上看，M1相对控股，M2和M3虽无任何关联，但存在共同利益，有可能一致行动，这威胁到M1的相对控股地位，导致股东们无法在集体行动上达成一致，使M公司的股权结构具有潜在的不稳定性。依据材料分析，M公司治理问题产生的主要原因是____。 A. 代理问题 | B. 监事会监督职责实施不到位 | C. 我国法律不完善 | D. 股权结构的分
auto_neuron_FinEval_neurons_cost_accounting_2,FinEval,cost_accounting,我国公司法的规定：上市公司在弥补亏损和提取法定公积金后所余税后利润，按照股份比例向股东分配利润。上市公司因分配现金利润而,regularity,0,2,neuron,,我国公司法的规定：上市公司在弥补亏损和提取法定公积金后所余税后利润，按照股份比例向股东分配利润。上市公司因分配现金利润而确认应付股利的时点是____。 A. 实际分配利润时 | B. 实现利润当年年末 | C. 董事会通过利润分配预案时 | D. 股东大会批准利润分配方案时 答案:D
auto_neuron_FinEval_neurons_cost_accounting_3,FinEval,cost_accounting,20×4年3月1日，甲公司向乙公司销售商品1000件，每件售价为20元（不含增值税），甲、乙公司均为增值税一般纳税人，适,regularity,0,2,neuron,,20×4年3月1日，甲公司向乙公司销售商品1000件，每件售价为20元（不含增值税），甲、乙公司均为增值税一般纳税人，适用的增值税税率均为13$\%$。甲公司向乙公司销售商品给予10$\%$的商业折扣，提供的现金折扣条件为2/10、1/20、n/30，并代垫运杂费1000元。乙公司于20×4年3月15日付款。不考虑其他因素，甲公司在该项交易中应确认的收入是____。 A. 18000元 | B. 19800元 | C. 20000元 | D. 20200元 答案:A
auto_neuron_FinEval_neurons_cost_accounting_9,FinEval,cost_accounting,在作业成本法的规定下，制造费用的分配标准是____。,regularity,0,2,neuron,,在作业成本法的规定下，制造费用的分配标准是____。 A. 工时 | B. 销量 | C. 成本动因 | D. 产量 答案:C
auto_neuron_FinEval_neurons_cost_accounting_23,FinEval,cost_accounting,要按照完工产品和月末在产品数量比例来分配计算完工产品和月末在产品的原材料费用，必须满足以下条件____。,regularity,0,2,neuron,,要按照完工产品和月末在产品数量比例来分配计算完工产品和月末在产品的原材料费用，必须满足以下条件____。 A. 原材料随生产进度陆续投入 | B. 原材料在生产开始时一次投入 | C. 原材料消耗定额比较准确稳定 | D. 产品成本中原材料费用比重较大 答案:B
auto_neuron_FinEval_neurons_econometrics_0,FinEval,econometrics,在计量经济学模型中，关于联立方程的估计方法，下列说法错误的是____。,abstraction,3,0,neuron,,在计量经济学模型中，关于联立方程的估计方法，下列说法错误的是____。 A. 间接最小二乘法适用于恰好识别的结构方程的参数估计 | B. 二阶段最小二乘法可以用于过度识别的结构方程的参数估计 | C. 使用二阶段最小二乘法计算得到的结构方程的参数估计量是无偏的 | D. 二阶段最小二乘法是一种工具变量法 答案:C
auto_neuron_FinEval_neurons_econometrics_8,FinEval,econometrics,计量经济学中有单变量线性回归模型，也有多变量线性回归模型，也存在非线性模型。在多元线性回归模型中，若仅存在多重共线性，则,abstraction,2,0,neuron,,计量经济学中有单变量线性回归模型，也有多变量线性回归模型，也存在非线性模型。在多元线性回归模型中，若仅存在多重共线性，则____。 A. 在完全共线性下，可以得到参数的估计量 | B. 在近似共线性下，参数估计量的方差最小 | C. 在近似共线性下，参数估计量的方差变化方向未知 | D. 需要发展新的方法估计该模型，这包括普通最小二乘法、差分法等 答案:D
auto_neuron_FinEval_neurons_econometrics_10,FinEval,econometrics,下列是有限分布滞后模型的修正估计方法的选项为____。,abstraction,2,0,neuron,,下列是有限分布滞后模型的修正估计方法的选项为____。 A. 经验加权法 | B. 工具变量法 | C. 科伊克方法 | D. 普通最小二乘法 答案:A
auto_neuron_FinEval_neurons_economic_law_1,FinEval,economic_law,2011年，甲有限合伙企业实现利润600万元。2012年年初，合伙企业向普通合伙人乙、丙及有限合伙人丁各分配利润200万,regularity,0,2,neuron,,2011年，甲有限合伙企业实现利润600万元。2012年年初，合伙企业向普通合伙人乙、丙及有限合伙人丁各分配利润200万元。根据合伙企业法律制度的规定，就上述可分配利润应缴纳所得税的主体是____。 A. 乙和丙 | B. 乙、丙和丁 | C. 丁 | D. 甲、乙、丙和丁 答案:B
auto_neuron_FinEval_neurons_economic_law_2,FinEval,economic_law,根据公司法律制度的规定，下列主体中，有资格提出上市公司独立董事候选人的是____。,regularity,0,2,neuron,,根据公司法律制度的规定，下列主体中，有资格提出上市公司独立董事候选人的是____。 A. 持有上市公司已发行股份1%以上的股东 | B. 上市公司的董事大会 | C. 上市公司的股东 | D. 上市公司的监事会主席 答案:A
auto_neuron_FinEval_neurons_economic_law_3,FinEval,economic_law,公司法律制度的规定：股份有限公司发起人持有的本公司股份，自公司成立之日起一定期限内不得转让。该期限是____。,regularity,0,3,neuron,,公司法律制度的规定：股份有限公司发起人持有的本公司股份，自公司成立之日起一定期限内不得转让。该期限是____。 A. 1年 | B. 2年 | C. 3年 | D. 6个月 答案:A
auto_neuron_FinEval_neurons_economic_law_5,FinEval,economic_law,附条件民事法律行为根据民事制度的法律规定，下列有关其所附条件的表述中，哪一个是正确的？,regularity,0,3,neuron,,附条件民事法律行为根据民事制度的法律规定，下列有关其所附条件的表述中，哪一个是正确的？ A. 既可以是人的行为，也可以是自然现象 | B. 既可以是将来事实，也可以是过去事实 | C. 既包括约定事实，也包括法定事实 | D. 既可以是确定发生的事实，也可以是不确定发生的事实 答案:A
auto_neuron_FinEval_neurons_economic_law_6,FinEval,economic_law,根据票据法律制度的规定，下列主体中哪一个是票据上主债务人____。,regularity,0,2,neuron,,根据票据法律制度的规定，下列主体中哪一个是票据上主债务人____。 A. 汇票承兑人 | B. 支票出票人 | C. 汇票出票人 | D. 支票付款人 答案:A
auto_neuron_FinEval_neurons_economic_law_7,FinEval,economic_law,某食品公司签发的支票上，中文大写记载的金额为“壹万玖仟陆佰元整”，而阿拉伯数字（数码）记载的金额为“15630元”，根据,regularity,0,3,neuron,,某食品公司签发的支票上，中文大写记载的金额为“壹万玖仟陆佰元整”，而阿拉伯数字（数码）记载的金额为“15630元”，根据票据法律制度的规定，下列关于该支票效力的表述中，正确的是____。 A. 支票无效 | B. 经该公司将金额更改为一致并签章后，支票有效 | C. 支票有效，以中文记载为准 | D. 支票有效，以阿拉伯数字（数码）记载为准 答案:A
auto_neuron_FinEval_neurons_economic_law_8,FinEval,economic_law,广义的票据法是指涉及票据关系调整的各种法律规范，既包括专门的票据法律、法规，也包括其他法律、法规中有关票据的规范。根据票,regularity,1,3,neuron,,广义的票据法是指涉及票据关系调整的各种法律规范，既包括专门的票据法律、法规，也包括其他法律、法规中有关票据的规范。根据票据法律制度的规定，下列票据记载事项中，可以更改的是____。 A. 出票日期 | B. 付款人名称 | C. 票据金额 | D. 收款人名称 答案:B
auto_neuron_FinEval_neurons_economic_law_9,FinEval,economic_law,根据我国法律制度的规定，下列各项中，属于票据的相对必要记载事项的是____。,regularity,0,3,neuron,,根据我国法律制度的规定，下列各项中，属于票据的相对必要记载事项的是____。 A. 表明票据种类的文字 | B. 无条件支付命令 | C. 票据到期日 | D. 承兑记载的条件 答案:C
auto_neuron_FinEval_neurons_economic_law_10,FinEval,economic_law,根据企业国有资产法律制度的规定，下列关于企业国有资产的表述中，错误的不包括____。,regularity,0,2,neuron,,根据企业国有资产法律制度的规定，下列关于企业国有资产的表述中，错误的不包括____。 A. 企业国有资产是指国家对企业各种形式的出资所形成的权益 | B. 国家作为出资人对所出资企业的法人财产享有所有权 | C. 企业国有资产即国家出资企业的法人财产 | D. 国家对企业出资所形成的厂房、机器设备等固定资产的所有权属于国家 答案:A
auto_neuron_FinEval_neurons_economic_law_11,FinEval,economic_law,根据企业国有资产法律制度的规定，下列关于国有独资企业的表述中，正确的是____。,regularity,0,2,neuron,,根据企业国有资产法律制度的规定，下列关于国有独资企业的表述中，正确的是____。 A. 国有独资企业可以不用全部资本由国家投入 | B. 国有独资企业公司投资者承担无限责任 | C. 国有独资企业对国家授予其经营管理的财产不享有处分权 | D. 国有独资企业的企业财产属于全民所有 答案:D
auto_neuron_FinEval_neurons_economic_law_12,FinEval,economic_law,根据企业国有资产法律制度的规定，国有独资公司的设立依据为____。,regularity,0,2,neuron,,根据企业国有资产法律制度的规定，国有独资公司的设立依据为____。 A. 《全民所有制工业企业法》 | B. 《企业国有资产法》 | C. 《个人独资企业法》 | D. 《公司法》 答案:D
auto_neuron_FinEval_neurons_economic_law_13,FinEval,economic_law,代表国家行使企业国有资产所有权的是____（依据企业国有资产法律制度的规定）。,regularity,0,2,neuron,,代表国家行使企业国有资产所有权的是____（依据企业国有资产法律制度的规定）。 A. 全国人民代表大会 | B. 国有资产监督管理委员会 | C. 国家主席 | D. 国务院 答案:D
auto_neuron_FinEval_neurons_economic_law_14,FinEval,economic_law,根据企业破产法律制度的规定，对于破产案件的诉讼费用承担情况，准确的是____,regularity,0,3,neuron,,根据企业破产法律制度的规定，对于破产案件的诉讼费用承担情况，准确的是____ A. 由破产申请人预先支付 | B. 由全体债权人按比例分担 | C. 从债务人财产中随时拨付 | D. 由债权人和债务人分担 答案:C
auto_neuron_FinEval_neurons_economic_law_15,FinEval,economic_law,根据企业破产法律制度的规定，甲公司的破产申请于2014年11月3日被人民法院接受。在与甲公司相关的民事诉讼中，根据法律规,regularity,0,2,neuron,,根据企业破产法律制度的规定，甲公司的破产申请于2014年11月3日被人民法院接受。在与甲公司相关的民事诉讼中，根据法律规定，以下已经开始但尚未终结的民事诉讼应中止，不得由管理人代表债务人参与继续进行的是____。 A. 股东乙以甲公司董事长决策失误导致公司损失为由，对其提起的诉讼 | B. 甲公司以拖欠货款为由，对丙公司提起的诉讼 | C. 债权人丁公司以甲公司股东戊与甲公司法人人格严重混同为由，主张戊直接承担责任的诉讼 | D. 甲公司以总经理庚违反竞业禁止为由，主张其返还
auto_neuron_FinEval_neurons_economic_law_16,FinEval,economic_law,2014年6月1日，人民法院受理了对甲公司提起的破产申请。根据企业破产法律制度的规定，下列人员中，有资格担任管理人的是_,regularity,0,2,neuron,,2014年6月1日，人民法院受理了对甲公司提起的破产申请。根据企业破产法律制度的规定，下列人员中，有资格担任管理人的是____。 A. 曾于2008年1月1日至2010年12月31日担任甲公司法律顾问的丙律师事务所 | B. 甲公司高管丁 | C. 5年前被吊销执业证书，但现已重获执业资格的注册会计师乙 | D. 甲公司监事会主席的父亲戊 答案:A
auto_neuron_FinEval_neurons_economic_law_17,FinEval,economic_law,《中华人民共和国企业破产法》是为规范企业破产程序，公平清理债权债务，保护债权人和债务人的合法权益，维护社会主义市场经济秩,regularity,0,2,neuron,,《中华人民共和国企业破产法》是为规范企业破产程序，公平清理债权债务，保护债权人和债务人的合法权益，维护社会主义市场经济秩序，制定的法律。根据企业破产法律制度的规定，下列主体中，可以担任管理人的是____。 A. 因盗窃行为受过刑事处罚的夏某 | B. 破产申请受理前根据有关规定成立的行政清算组 | C. 因违法行为被吊销执业证书的郑某 | D. 正在担任债务人财务顾问的梁某 答案:B
auto_neuron_FinEval_neurons_economic_law_19,FinEval,economic_law,根据《中华人民共和国外商投资法》的规定，为了确保制度的稳定性和连续性，以及保护投资者的合理预期，按照“外资三法”已经设立,regularity,0,2,neuron,,根据《中华人民共和国外商投资法》的规定，为了确保制度的稳定性和连续性，以及保护投资者的合理预期，按照“外资三法”已经设立的外商投资企业，在该法施行后的一定时间内可以继续保持原始的企业组织形式。请问，这个时间限制是多久？ A. 1年 | B. 3年 | C. 10年 | D. 5年 答案:D
auto_neuron_FinEval_neurons_economic_law_22,FinEval,economic_law,物权法上的物主要是指不动产和动产。根据物权法律制度的规定，下列各项中，属于《民法典》物权编上物的是____。,regularity,0,2,neuron,,物权法上的物主要是指不动产和动产。根据物权法律制度的规定，下列各项中，属于《民法典》物权编上物的是____。 A. 太阳 | B. 月亮 | C. 星星 | D. 海域 答案:D
auto_neuron_FinEval_neurons_economic_law_23,FinEval,economic_law,根据物权法律制度的规定，下列关于物的种类的表述中，正确的是____。,regularity,0,2,neuron,,根据物权法律制度的规定，下列关于物的种类的表述中，正确的是____。 A. 海域属于动产 | B. 消费物与非消费物的分类仅限于动广产 | C. 汽车属于可分割物 | D. 文物属于禁止流通物 答案:B
auto_neuron_FinEval_neurons_economic_law_26,FinEval,economic_law,以下对区域性股权市场相关规则的表述中，按照证券法律制度的规定，应当选择正确的是____。,regularity,0,4,neuron,,以下对区域性股权市场相关规则的表述中，按照证券法律制度的规定，应当选择正确的是____。 A. 可采用协议转让的方式进行交易 | B. 可将权益拆分为均等份额公开发行 | C. 可将权益按照标准化交易单位持续挂牌交易 | D. 权益持有人累积可超过200人 答案:A
auto_neuron_FinEval_neurons_economic_law_27,FinEval,economic_law,"根据证券法律制度的规定, 上市公司必须在每个会计年度结束后一定的时间内编制并披露年度报告。请问这个期限是多久？",regularity,0,3,neuron,,"根据证券法律制度的规定, 上市公司必须在每个会计年度结束后一定的时间内编制并披露年度报告。请问这个期限是多久？ A. 3个月 | B. 1个月 | C. 4个月 | D. 6个月 答案:C"
auto_neuron_FinEval_neurons_economic_law_28,FinEval,economic_law,某上市公司上一期经审计的净资产额为85亿元人民币。该公司拟为另一家公司提供保证担保，担保金额为10亿元，并经董事会会议决,regularity,0,3,neuron,,某上市公司上一期经审计的净资产额为85亿元人民币。该公司拟为另一家公司提供保证担保，担保金额为10亿元，并经董事会会议决议通过。甲公司章程规定，单笔对外担保额超过公司最近一期经审计净资产10$\%$的担保须经公司股东大会批准。根据证券法律制度的规定，甲公司披露该笔担保的最早时点应当是____。 A. 甲公司董事会就该笔担保形成决议时 | B. 甲公司股东大会就该笔担保形成决议时 | C. 证券交易所核准同意甲公司进行担保时 | D. 甲公司与乙公司的债权人签订保证合同时 答案
auto_neuron_FinEval_neurons_financial_engineering_15,FinEval,financial_engineering,在一段时间之前，某家公司签订了一项以15万美元买入10万英镑的远期合约，目前这一远期合约离到期日还剩6个月。6个月零息英,regularity,1,2,neuron,,在一段时间之前，某家公司签订了一项以15万美元买入10万英镑的远期合约，目前这一远期合约离到期日还剩6个月。6个月零息英国债券的日波动率为0.06$\%$（价格在转换成美元后），6个月期限零息美元债券的日波动率为0.05$\%$，两个债券收益率的相关系数为0.8，当前的汇率为1.53，远期合约在一天内价值（以美元计算）变化的标准差为____。 A. 53.7 | B. 35.7 | C. 81.9 | D. 21.3 答案:A
auto_neuron_FinEval_neurons_financial_engineering_24,FinEval,financial_engineering,请指出以下哪一项不属于期权合约的内容。,regularity,0,2,neuron,,请指出以下哪一项不属于期权合约的内容。 A. 期权的类型 | B. 保证金比率的规定 | C. 期权的期限和到期日 | D. 标的的数量 答案:D
auto_neuron_FinEval_neurons_financial_management_1,FinEval,financial_management,甲公司2013年的税后利润为1200万元，而2013年年初未分配利润为200万元。根据公司的政策，公司将按照10$%$的,regularity,1,2,neuron,,甲公司2013年的税后利润为1200万元，而2013年年初未分配利润为200万元。根据公司的政策，公司将按照10$%$的比例提取法定盈余公积。预计在2014年，公司需要新增投资资本600万元。公司的目标资本结构为债务占总资本的3/7。根据公司的剩余股利分配政策，2013年可分配的现金股利金额为____万元。 A. 700 | B. 780 | C. 800 | D. 900 答案:B
auto_neuron_FinEval_neurons_financial_markets_5,FinEval,financial_markets,以下做法属于战术资产配置的是____。,abstraction,2,0,neuron,,以下做法属于战术资产配置的是____。 A. 某私募基金经理为了追求自己管理的基金的长期回报，基于长期投资目标设定了该基金第一个五年资产 | B. 某基金经理通过比较投资组合中债券和股票的长期预期收益、长期风险水平以及资产之间的相关性，运用均值方差模型等优化方法构建最优组合 | C. 某私募基金经理根据其基金投资者的风险承受能力，对基金资产做出事前的、整体性的、最能满足基金投资者需求的规划和安排 | D. 某基金经理根据市场的短期波动，通过择时调节其资产组合中不同类别的资产配
auto_neuron_FinEval_neurons_financial_markets_6,FinEval,financial_markets,下面哪个描述恰当地表达了资产配置的层次？,regularity,0,2,neuron,,下面哪个描述恰当地表达了资产配置的层次？ A. 战术资产配置是在较长投资期限内以追求长期回报为目标的资产配置 | B. 运用战术资产配置的前提条件是基金管理人能够准确地预测市场变化、发现单个证券的投资计划，并能够有效实施动态资产配置投资方案 | C. 战略资产配置的有效性存在争议，战略资产配置对战术资产配置的偏离往往被限制在一定范围之内 | D. 战术资产配置根据投资者的风险承受能力，对资产做出事前的、整体性的，与投资者需求匹配的规划 答案:B
auto_neuron_FinEval_neurons_financial_markets_11,FinEval,financial_markets,“公司价值与其资本结构无关”这一命题是____。,abstraction,3,0,neuron,,“公司价值与其资本结构无关”这一命题是____。 A. 价值增加原则 | B. MM定理 | C. 分离定理 | D. 有效市场假说 答案:B
auto_neuron_FinEval_neurons_financial_markets_27,FinEval,financial_markets,可以利用现金流折现法确定市场证券的价格。确定证券价格的条件除了需要知道市场上的必要的合理预期收益率，还需要知道____。,regularity,0,2,neuron,,可以利用现金流折现法确定市场证券的价格。确定证券价格的条件除了需要知道市场上的必要的合理预期收益率，还需要知道____。 A. 该证券的真实价值 | B. 该证券的票面利率 | C. 该证券的到期限期 | D. 该证券的预期现金流量 答案:D
auto_neuron_FinEval_neurons_fund_qualification_certificate_10,FinEval,fund_qualification_certificate,根据《证券投资基金运作管理办法》的规定，封闭式基金的收益分配应遵循____。,regularity,0,3,neuron,,根据《证券投资基金运作管理办法》的规定，封闭式基金的收益分配应遵循____。 A. 收益分配比例不得低于年度已实现收益的190$\%$ | B. 每月不得多于一次 | C. 收益分配比例不得低于年度已实现收益的100$\%$ | D. 每年不得少于一次 答案:D
auto_neuron_FinEval_neurons_fund_qualification_certificate_26,FinEval,fund_qualification_certificate,除了信用评级不同外，其余条件全部相同（包括但不限于期限、嵌入条款等）的两种债券收益率的差额是指____。,regularity,0,2,neuron,,除了信用评级不同外，其余条件全部相同（包括但不限于期限、嵌入条款等）的两种债券收益率的差额是指____。 A. 信用评级 | B. 信用利差 | C. 债券评级 | D. 债券利差 答案:B
auto_neuron_FinEval_neurons_fund_qualification_certificate_39,FinEval,fund_qualification_certificate,为了健全私募基金信息披露制度，更好保障投资者权益，中国证券投资基金业协会出台了____。,regularity,0,2,neuron,,为了健全私募基金信息披露制度，更好保障投资者权益，中国证券投资基金业协会出台了____。 A. 《私募投资基金募集行为管理办法》 | B. 《私募投资基金信息披露管理办法》 | C. 《证券投资基金法》 | D. 《私募投资基金监督管理暂行办法》 答案:B
auto_neuron_FinEval_neurons_fund_qualification_certificate_50,FinEval,fund_qualification_certificate,以下选项中，正确的描述委托募集的是____。,regularity,0,2,neuron,,"以下选项中，正确的描述委托募集的是____。 A. 基金管理人委托有资格的基金销售机构为其设立的股权投资基金募集资金 | B. 基金管理人应当委托具有合格基金销售资质和专业基金销售服务团队的机构代为募集 | C. 代销机构签署合同,要求其严格遵守合格投资者制度和募集规定 | D. 履行对投资者的评估和投资者风险默认程序 答案:B"
auto_neuron_FinEval_neurons_fund_qualification_certificate_66,FinEval,fund_qualification_certificate,____是指通过对基金所持有的全部资产及应承担的全部负债按一定的原则和方法进行评估与计算，最终确定基金资产净值的过程。,abstraction,2,0,neuron,,____是指通过对基金所持有的全部资产及应承担的全部负债按一定的原则和方法进行评估与计算，最终确定基金资产净值的过程。 A. 基金的清算 | B. 基金的补偿 | C. 基金的估值 | D. 基金的赎回 答案:C
auto_neuron_FinEval_neurons_futures_practitioner_qualification_certificate_1,FinEval,futures_practitioner_qualification_certificate,在期货市场中，交割是指按照合约规定的条件交付____。,regularity,0,2,neuron,,在期货市场中，交割是指按照合约规定的条件交付____。 A. 标的物 | B. 保证金 | C. 残值金 | D. 标的物现金 答案:A
auto_neuron_FinEval_neurons_futures_practitioner_qualification_certificate_5,FinEval,futures_practitioner_qualification_certificate,期货交易采取保证金制度，通常规定保证金比率为合约价值的____。,regularity,0,2,neuron,,期货交易采取保证金制度，通常规定保证金比率为合约价值的____。 A. 5$\%$~10$\%$ | B. 5$\%$～15$\%$ | C. 10$\%$~15$\%$ | D. 10$\%$~20$\%$ 答案:B
auto_neuron_FinEval_neurons_insurance_4,FinEval,insurance,由若干保险人经过协商同时承保一笔金额巨大的业务，当发生赔偿责任时，由各保险人按照各自承担的份额或比例赔偿损失的保险是__,regularity,0,2,neuron,,由若干保险人经过协商同时承保一笔金额巨大的业务，当发生赔偿责任时，由各保险人按照各自承担的份额或比例赔偿损失的保险是____。 A. 重复保险 | B. 原保险 | C. 共同保险 | D. 再保险 答案:C
auto_neuron_FinEval_neurons_insurance_13,FinEval,insurance,根据我国《保险法》，必须经被保险人的书面同意并认可保险金额（父母为其未成年子女投保者除外），才能生效的人身保险合同是__,regularity,0,2,neuron,,根据我国《保险法》，必须经被保险人的书面同意并认可保险金额（父母为其未成年子女投保者除外），才能生效的人身保险合同是____。 A. 以生存为给付保险金条件的合同 | B. 以死亡为给付保险金条件的合同 | C. 以一级残废为给付保险金条件的合同 | D. 以二级残废为给付保险金条件的合同 答案:B
auto_neuron_FinEval_neurons_insurance_17,FinEval,insurance,针对流动资产的保险，保险金额的计算是基于12个月平均账面余额，如果发生保险财产的全部损失，那么对保险赔偿额的计算是___,regularity,0,2,neuron,,针对流动资产的保险，保险金额的计算是基于12个月平均账面余额，如果发生保险财产的全部损失，那么对保险赔偿额的计算是____。 A. 出险时的账面余额计算保险赔款，并扣除残值 | B. 出险时的账面余额大于保险金额，按比例计算赔款，并扣除残值 | C. 出险时的账面余额大于保险金额，按比例计算赔款，并按比例扣除残值 | D. 出险时的账面余额小于保险金额，按损失额计算赔款，不扣除残值 答案:C
auto_neuron_FinEval_neurons_intermediate_financial_accounting_2,FinEval,intermediate_financial_accounting,会计计量是财务会计的一个基本特征，它在财务会计的理论和方法占有重要的地位。下列关于会计计量属性的表述中，不正确的是___,abstraction,2,0,neuron,,会计计量是财务会计的一个基本特征，它在财务会计的理论和方法占有重要的地位。下列关于会计计量属性的表述中，不正确的是____。 A. 历史成本反映的是资产过去的价值 | B. 重置成本是取得相同或相似资产的现行成本 | C. 现值是取得某项资产在当前需要支付的现金或其他等价物 | D. 公允价值是指市场参与者在计量日发生的有序交易中，出售一项资产所能收到或者转移一项负债所需支付的价格 答案:C
auto_neuron_FinEval_neurons_intermediate_financial_accounting_6,FinEval,intermediate_financial_accounting,对于在一定期限内履行的履约义务，如果履约进度不能合理确定，并且企业已经发生的成本有望得到补偿，那么____。,regularity,0,2,neuron,,对于在一定期限内履行的履约义务，如果履约进度不能合理确定，并且企业已经发生的成本有望得到补偿，那么____。 A. 按照履约进度确认收入 | B. 按照已经发生的成本金额确认收入 | C. 按照实际收到的劳务价款确认收入 | D. 按照合同约定的劳务价款确认收入 答案:B
auto_neuron_FinEval_neurons_intermediate_financial_accounting_26,FinEval,intermediate_financial_accounting,甲股份公司在2019年开始自行研究一项新的专利技术。在研究过程中，他们花费了500万元用于材料费、人工费和其他费用。其中,regularity,0,2,neuron,,甲股份公司在2019年开始自行研究一项新的专利技术。在研究过程中，他们花费了500万元用于材料费、人工费和其他费用。其中，有400万元符合资本化条件。到2019年底，甲公司预计还需要投入150万元才能使该专利技术成功并达到预期的使用目标。如果考虑后续投入因素，预计可回收的金额为280万元；如果不考虑后续投入因素，预计可回收的金额为390万元。根据预计，该专利技术达到预期可使用状态后，扣除处置费用后的公允价值将为410万元。根据这些信息，求解在2019年末应计提的无形资产减值损
auto_neuron_FinEval_neurons_international_economics_2,FinEval,international_economics,汇率决定理论是指____。,abstraction,2,0,neuron,,汇率决定理论是指____。 A. 汇率在短期和长期内都由货币供求关系决定 | B. 汇率在短期内由货币供求关系决定，长期内由国家外贸实力决定 | C. 汇率在中长期内由国家经济实力决定，长期内由货币供求关系决定 | D. 汇率在短期和长期内都由国家经济实力决定 答案:A
auto_neuron_FinEval_neurons_international_economics_24,FinEval,international_economics,固定汇率制度是货币当局把本国货币对其他货币的汇率加以基本固定，波动幅度限制在一定的、很小的范围之内。 这种制度下的汇率是,regularity,0,2,neuron,,固定汇率制度是货币当局把本国货币对其他货币的汇率加以基本固定，波动幅度限制在一定的、很小的范围之内。 这种制度下的汇率是在货币当局调控之下，在法定幅度内进行波动，因而具有相对稳定性。浮动汇率制度一般指自由浮动汇率制度，是相对于固定汇率制而言的，是指一个国家不规定本国货币与外国货币的汇率的上下波动幅度，也不承担维持汇率波动界限的义务，而听任汇率随 外汇市场 供求的变化自由浮动。关于固定汇率制度与浮动汇率制度的比较，____的论述是不正确的。 A. 当面临出口需求的冲击时，浮动汇
auto_neuron_FinEval_neurons_investments_3,FinEval,investments,保持其他条件不变，债券的久期与债券的____正相关。,regularity,0,2,neuron,,保持其他条件不变，债券的久期与债券的____正相关。 A. 到期期限 | B. 票面利率 | C. 价格 | D. 上述说法都错误 答案:A
auto_neuron_FinEval_neurons_management_accounting_11,FinEval,management_accounting,对于融资租入的资产，当承租人选择以公允价值作为入账价值时，他们会采用__比例的分摊率来分摊未确认的融资费用,regularity,0,2,neuron,,对于融资租入的资产，当承租人选择以公允价值作为入账价值时，他们会采用__比例的分摊率来分摊未确认的融资费用 A. 银行同期贷款利率 | B. 租赁合同中规定的利率 | C. 出租人出租资产的无风险利率 | D. 使最低租赁付款额的现值与租赁资产公允价值相等的折现率 答案:D
auto_neuron_FinEval_neurons_microeconomics_11,FinEval,microeconomics,根据不同市场结构的特征将市场划分为完全竞争市场、垄断竞争市场、寡头垄断市场和完全垄断市场。在一个完全竞争市场中，追求利润,abstraction,2,0,neuron,,根据不同市场结构的特征将市场划分为完全竞争市场、垄断竞争市场、寡头垄断市场和完全垄断市场。在一个完全竞争市场中，追求利润最大化的厂商的产品价格上升时，将引起劳动的边际产品价值以及从而导致劳动的需求曲线的变化为____。 A. 边际产品价值降低；劳动的需求曲线右移 | B. 边际产品价值降低；劳动的需求曲线左移 | C. 边际产品价值增加；劳动的需求曲线左移 | D. 边际产品价值降低；劳动的需求曲线左移 答案:C
auto_neuron_FinEval_neurons_microeconomics_20,FinEval,microeconomics,"用""公平的原则""作为准则，如果某个经济行为被视为不符合竞争原则，那么它可能涉及的行为是____。",abstraction,2,0,neuron,,"用""公平的原则""作为准则，如果某个经济行为被视为不符合竞争原则，那么它可能涉及的行为是____。 A. 不能被证明是一种旨在提高效率合理的经济行为 | B. 本质是非法的 | C. 违反了克莱顿法 | D. 导致纵向或横向兼并 答案:A"
