card_id,ceval_subject,ceval_chinese_name,discipline,module,upper_concept,sub_concept,node_type,matched_question_count,definition_clue_count,regularity_clue_count,trap_clue_count,example_count,needs_authoritative_upgrade
ceval_card.high_school_geography.007.浇灌农业,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,浇灌农业,concept,1,0,0,0,1,True
ceval_card.high_school_geography.008.坝子农业,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,坝子农业,concept,1,0,0,0,1,True
ceval_card.high_school_geography.009.森林,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,森林,concept,10,0,0,0,8,True
ceval_card.high_school_geography.010.森林草原,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,森林草原,concept,1,0,0,0,1,True
ceval_card.high_school_geography.011.草原,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,草原,concept,3,0,0,0,3,True
ceval_card.high_school_geography.012.荒漠,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,荒漠,concept,7,0,0,0,7,True
ceval_card.high_school_geography.013.美索不达米亚平原,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,美索不达米亚平原,concept,1,0,0,0,1,True
ceval_card.high_school_geography.014.四川盆地,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,四川盆地,concept,3,0,0,0,3,True
ceval_card.high_school_geography.015.暖流,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,暖流,concept,5,0,0,0,5,True
ceval_card.high_school_geography.016.寒流,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,寒流,concept,3,0,0,0,3,True
ceval_card.high_school_geography.017.错误的是,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,错误的是,abstraction_or_regularity,5,0,0,0,5,True
ceval_card.high_school_geography.018.据报载,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,据报载,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.high_school_geography.019.我国江西省中南部山区出现大片,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,我国江西省中南部山区出现大片,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.high_school_geography.020.即在亚热带湿润的岩溶地区,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,即在亚热带湿润的岩溶地区,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.high_school_geography.021.土壤遭受严重侵蚀,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,土壤遭受严重侵蚀,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.high_school_geography.022.基岩裸露,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,基岩裸露,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.high_school_geography.023.地表出现类似荒漠化景观的土地退化现象,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,地表出现类似荒漠化景观的土地退化现象,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.high_school_geography.024.淡水湖泊水,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,淡水湖泊水,concept,1,0,0,0,1,True
ceval_card.high_school_geography.025.河流水,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,河流水,concept,1,0,0,0,1,True
ceval_card.high_school_geography.026.尼日尔河下游,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,尼日尔河下游,concept,1,0,0,0,1,True
ceval_card.high_school_geography.027.黄河流域和中美洲,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,黄河流域和中美洲,concept,1,0,0,0,1,True
ceval_card.high_school_geography.028.印度河流域,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,印度河流域,concept,1,0,0,0,1,True
ceval_card.high_school_geography.029.新疆南疆,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,新疆南疆,concept,2,1,0,0,2,True
ceval_card.high_school_geography.030.黄土高原,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,黄土高原,concept,4,0,0,0,4,True
ceval_card.high_school_geography.031.东北平原,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,东北平原,concept,2,0,0,0,2,True
ceval_card.high_school_geography.032.目前,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,目前,formula_or_calculation,6,0,0,0,6,True
ceval_card.high_school_geography.033.季节性特点,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,季节性特点,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.034.花卉,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,花卉,formula_or_calculation,4,0,0,0,4,True
ceval_card.high_school_geography.035.广州,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,广州,concept,2,0,0,0,2,True
ceval_card.high_school_geography.036.北京,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,北京,concept,3,0,0,0,3,True
ceval_card.high_school_geography.037.其中正确的是,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,其中正确的是,concept,2,0,0,0,2,True
ceval_card.high_school_geography.038.这片广袤的黄土地已经被水流蚀割得沟壑纵横,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,这片广袤的黄土地已经被水流蚀割得沟壑纵横,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.039.支离破碎,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,支离破碎,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.040.四分五裂,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,四分五裂,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.041.像老年人的一张粗糙的皱脸每年流入黄河的泥沙就达十,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,像老年人的一张粗糙的皱脸每年流入黄河的泥沙就达十,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.042.六亿吨,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,六亿吨,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.043.就在这大自然无数黄色的皱褶中,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,就在这大自然无数黄色的皱褶中,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.044.世世代代生活和繁衍着千千万万的人,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,世世代代生活和繁衍着千千万万的人,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_geography.045.无论沿着哪一条皱纹走进去,high_school_geography,高中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,无论沿着哪一条皱纹走进去,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.middle_school_politics.001.这说明,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,这说明,regulation_or_standard,13,0,0,0,8,True
ceval_card.middle_school_politics.002.对此,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,对此,regulation_or_standard,13,0,0,1,8,True
ceval_card.middle_school_politics.003.民事违法行为,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,民事违法行为,concept,4,0,0,0,4,True
ceval_card.middle_school_politics.004.行政违法行为,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,行政违法行为,concept,4,0,0,0,4,True
ceval_card.middle_school_politics.005.刑事违法行为,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,刑事违法行为,concept,3,0,0,0,3,True
ceval_card.middle_school_politics.006.一带一路,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,一带一路,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.middle_school_politics.007.这表明,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,这表明,regulation_or_standard,6,0,0,0,6,True
ceval_card.middle_school_politics.008.这是因为,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,这是因为,regulation_or_standard,6,0,0,0,6,True
ceval_card.middle_school_politics.009.民族区域自治制度,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,民族区域自治制度,regulation_or_standard,5,0,0,0,5,True
ceval_card.middle_school_politics.010.材料表明,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,材料表明,formula_or_calculation,7,0,0,0,7,True
ceval_card.middle_school_politics.011.近年来,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,近年来,abstraction_or_regularity,6,0,0,0,6,True
ceval_card.middle_school_politics.012.严格执法,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,严格执法,formula_or_calculation,5,0,0,0,5,True
ceval_card.middle_school_politics.013.下列说法正确的是,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,下列说法正确的是,regulation_or_standard,4,0,0,0,4,True
ceval_card.middle_school_politics.014.张定宇,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,张定宇,concept,1,0,0,0,1,True
ceval_card.middle_school_politics.015.钟南山,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,钟南山,concept,1,0,0,0,1,True
ceval_card.middle_school_politics.016.张伯礼,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,张伯礼,concept,1,0,0,0,1,True
ceval_card.middle_school_politics.017.合作,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,合作,abstraction_or_regularity,10,1,0,0,8,True
ceval_card.middle_school_politics.018.中国国际地位不断提高,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,中国国际地位不断提高,concept,1,2,0,0,1,True
ceval_card.middle_school_politics.019.首先,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,首先,abstraction_or_regularity,5,3,0,1,5,True
ceval_card.middle_school_politics.020.一国两制,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,一国两制,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.021.近日,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,近日,concept,4,0,0,0,4,True
ceval_card.middle_school_politics.022.是国民经济的主导力量,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,是国民经济的主导力量,regulation_or_standard,6,0,0,0,6,True
ceval_card.middle_school_politics.023.安全权,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,安全权,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_politics.024.公平交易权,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,公平交易权,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_politics.025.两会,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,两会,regulation_or_standard,2,0,0,0,2,True
ceval_card.middle_school_politics.026.公正司法,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,公正司法,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_politics.027.民族振兴,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,民族振兴,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_politics.028.人民代表大会,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,人民代表大会,regulation_or_standard,10,0,0,0,8,True
ceval_card.middle_school_politics.029.李某在路上拾到一个装有重要文件的公文包,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,李某在路上拾到一个装有重要文件的公文包,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.030.李某向失主索要巨额,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,李某向失主索要巨额,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.031.好处费,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,好处费,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.032.拒不归还失主,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,拒不归还失主,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.033.后被失主张先生告上法庭,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,后被失主张先生告上法庭,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.034.最后法院判决李某向失主赔礼道歉并归还公文包,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,最后法院判决李某向失主赔礼道歉并归还公文包,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.035.据此,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,据此,regulation_or_standard,3,0,0,0,3,True
ceval_card.middle_school_politics.036.发展,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,发展,abstraction_or_regularity,56,2,0,1,8,True
ceval_card.middle_school_politics.037.国家主席,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,国家主席,regulation_or_standard,8,0,0,0,8,True
ceval_card.middle_school_politics.038.以上,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,以上,regulation_or_standard,6,1,0,0,6,True
ceval_card.middle_school_politics.039.规定,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,规定,regulation_or_standard,14,0,0,0,8,True
ceval_card.middle_school_politics.040.当前,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,当前,concept,3,0,0,0,3,True
ceval_card.middle_school_politics.041.当今世界,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,当今世界,formula_or_calculation,4,0,0,0,4,True
ceval_card.middle_school_politics.042.和平统一,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,和平统一,regulation_or_standard,2,0,0,0,2,True
ceval_card.middle_school_politics.043.对此认识正确的有,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,对此认识正确的有,regulation_or_standard,2,0,0,0,2,True
ceval_card.middle_school_politics.044.国有经济是国民经济的主导力量,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,国有经济是国民经济的主导力量,regulation_or_standard,2,0,0,0,2,True
ceval_card.middle_school_politics.045.国有经济是社会主义经济制度的基础,middle_school_politics,初中政治,政治理论大类,政治与马克思主义,理论体系与现实应用,国有经济是社会主义经济制度的基础,regulation_or_standard,2,0,0,0,2,True
ceval_card.middle_school_geography.001.正确的是,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,正确的是,formula_or_calculation,19,0,0,0,8,True
ceval_card.middle_school_geography.002.南海,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,南海,concept,2,1,0,0,2,True
ceval_card.middle_school_geography.003.东海,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,东海,concept,2,1,0,0,2,True
ceval_card.middle_school_geography.004.黄海,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,黄海,concept,2,1,0,0,2,True
ceval_card.middle_school_geography.005.以山地,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,以山地,concept,1,1,0,0,1,True
ceval_card.middle_school_geography.006.腾冲一线,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,腾冲一线,abstraction_or_regularity,2,2,0,0,2,True
ceval_card.middle_school_geography.007.渤海,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,渤海,concept,2,1,0,0,2,True
ceval_card.middle_school_geography.008.错误的是,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,错误的是,formula_or_calculation,9,0,0,0,8,True
ceval_card.middle_school_geography.009.东亚,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,东亚,concept,3,0,0,0,3,True
ceval_card.middle_school_geography.010.四周低,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,四周低,concept,1,1,0,0,1,True
ceval_card.middle_school_geography.011.黑河,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,黑河,abstraction_or_regularity,2,2,0,0,2,True
ceval_card.middle_school_geography.012.干旱,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,干旱,concept,2,3,0,1,2,True
ceval_card.middle_school_geography.013.泥石流,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,泥石流,concept,3,3,0,1,3,True
ceval_card.middle_school_geography.014.菲律宾,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,菲律宾,concept,1,0,0,0,1,True
ceval_card.middle_school_geography.015.青藏高原,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,青藏高原,concept,7,0,0,0,7,True
ceval_card.middle_school_geography.016.恒河,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,恒河,concept,4,0,0,0,4,True
ceval_card.middle_school_geography.017.陕西,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,陕西,concept,1,0,0,0,1,True
ceval_card.middle_school_geography.018.中部高,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,中部高,concept,2,0,0,0,2,True
ceval_card.middle_school_geography.019.高原为主,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,高原为主,concept,1,1,0,0,1,True
ceval_card.middle_school_geography.020.漠河,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,漠河,abstraction_or_regularity,3,1,0,0,3,True
ceval_card.middle_school_geography.021.天山山脉,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,天山山脉,concept,2,2,0,1,2,True
ceval_card.middle_school_geography.022.大兴安岭,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,大兴安岭,concept,3,2,0,1,3,True
ceval_card.middle_school_geography.023.台风,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,台风,concept,2,3,0,1,2,True
ceval_card.middle_school_geography.024.英语,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,英语,concept,1,0,0,0,1,True
ceval_card.middle_school_geography.025.纬度位置,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,纬度位置,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_geography.026.海陆位置,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,海陆位置,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.middle_school_geography.027.滑坡,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,滑坡,concept,2,0,0,0,2,True
ceval_card.middle_school_geography.028.亚热带,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,亚热带,concept,4,0,0,0,4,True
ceval_card.middle_school_geography.029.热带,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,热带,concept,7,0,0,0,7,True
ceval_card.middle_school_geography.030.地形因素,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,地形因素,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.middle_school_geography.031.南亚,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,南亚,concept,6,2,0,1,6,True
ceval_card.middle_school_geography.032.西亚,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,西亚,concept,5,0,0,0,5,True
ceval_card.middle_school_geography.033.东南亚,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,东南亚,concept,3,0,0,0,3,True
ceval_card.middle_school_geography.034.5个自治区,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,5个自治区,concept,2,0,0,0,2,True
ceval_card.middle_school_geography.035.黄河,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,黄河,concept,4,0,0,0,4,True
ceval_card.middle_school_geography.036.雪峰山,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,雪峰山,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_geography.037.长江,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,长江,concept,11,0,0,0,8,True
ceval_card.middle_school_geography.038.种植业,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,种植业,concept,1,0,0,0,1,True
ceval_card.middle_school_geography.039.首先,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,首先,concept,2,4,0,2,2,True
ceval_card.middle_school_geography.040.接着,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,接着,concept,2,5,0,2,2,True
ceval_card.middle_school_geography.041.寒潮,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,寒潮,concept,2,3,0,1,2,True
ceval_card.middle_school_geography.042.昆明四季如春,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,昆明四季如春,concept,2,0,0,0,2,True
ceval_card.middle_school_geography.043.水能宝库,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,水能宝库,formula_or_calculation,2,0,0,0,2,True
ceval_card.middle_school_geography.044.黄金水道,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,黄金水道,formula_or_calculation,2,0,0,0,2,True
ceval_card.middle_school_geography.045.南极地区,middle_school_geography,初中地理,地理规划环境大类,地理规划环境,空间、区域与人地关系,南极地区,concept,2,0,0,0,2,True
ceval_card.modern_chinese_history.001.中共,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,中共,regulation_or_standard,40,1,1,2,8,True
ceval_card.modern_chinese_history.002.资政新篇,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,资政新篇,regulation_or_standard,5,1,0,0,5,True
ceval_card.modern_chinese_history.003.海国图志,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,海国图志,abstraction_or_regularity,4,2,0,0,4,True
ceval_card.modern_chinese_history.004.民族资产阶级,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,民族资产阶级,concept,11,0,0,0,8,True
ceval_card.modern_chinese_history.005.工人,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,工人,concept,12,0,0,0,8,True
ceval_card.modern_chinese_history.006.签订,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,签订,formula_or_calculation,7,0,0,0,7,True
ceval_card.modern_chinese_history.007.论十大关系,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,论十大关系,concept,5,1,0,0,5,True
ceval_card.modern_chinese_history.008.师夷长技以制夷,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,师夷长技以制夷,formula_or_calculation,6,1,0,0,6,True
ceval_card.modern_chinese_history.009.马关条约,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,马关条约,formula_or_calculation,5,0,0,0,5,True
ceval_card.modern_chinese_history.010.签订后,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,签订后,concept,2,0,0,0,2,True
ceval_card.modern_chinese_history.011.严复,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,严复,concept,8,0,0,0,8,True
ceval_card.modern_chinese_history.012.梁启超,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,梁启超,concept,6,0,0,0,6,True
ceval_card.modern_chinese_history.013.康有为,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,康有为,concept,8,0,0,0,8,True
ceval_card.modern_chinese_history.014.广州,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,广州,procedure,5,0,0,0,5,True
ceval_card.modern_chinese_history.015.中共十三大,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,中共十三大,concept,6,0,0,0,6,True
ceval_card.modern_chinese_history.016.解放战争时期,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,解放战争时期,abstraction_or_regularity,5,0,0,0,5,True
ceval_card.modern_chinese_history.017.重庆,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,重庆,procedure,5,0,0,0,5,True
ceval_card.modern_chinese_history.018.的方针,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,的方针,concept,6,0,0,0,6,True
ceval_card.modern_chinese_history.019.南京,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,南京,procedure,9,0,0,0,8,True
ceval_card.modern_chinese_history.020.南京条约,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,南京条约,regulation_or_standard,4,0,0,0,4,True
ceval_card.modern_chinese_history.021.北京条约,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,北京条约,regulation_or_standard,4,0,0,0,4,True
ceval_card.modern_chinese_history.022.辛丑条约,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,辛丑条约,regulation_or_standard,4,0,0,0,4,True
ceval_card.modern_chinese_history.023.农民,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,农民,concept,18,0,0,0,8,True
ceval_card.modern_chinese_history.024.一大,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,一大,regulation_or_standard,5,0,0,0,5,True
ceval_card.modern_chinese_history.025.公私合营,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,公私合营,procedure,7,0,0,0,7,True
ceval_card.modern_chinese_history.026.孙中山,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,孙中山,concept,7,0,0,0,7,True
ceval_card.modern_chinese_history.027.武汉,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,武汉,procedure,4,0,0,0,4,True
ceval_card.modern_chinese_history.028.林则徐,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,林则徐,concept,4,0,0,0,4,True
ceval_card.modern_chinese_history.029.魏源,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,魏源,concept,6,0,0,0,6,True
ceval_card.modern_chinese_history.030.中共十二大,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,中共十二大,concept,4,0,0,0,4,True
ceval_card.modern_chinese_history.031.调整,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,调整,concept,5,3,1,2,5,True
ceval_card.modern_chinese_history.032.提高,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,提高,concept,5,1,1,2,5,True
ceval_card.modern_chinese_history.033.提出,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,提出,concept,42,2,1,2,8,True
ceval_card.modern_chinese_history.034.毛泽东在,modern_chinese_history,近代史纲要,历史大类,历史,事件、制度与因果,毛泽东在,concept,7,0,0,0,7,True
